id|nct_id|outcome_type|measure|time_frame|population|description
192248819|NCT04049513|secondary|Feasibility of Manufacture|3 months after administration||To investigate the feasibility of manufacture and treatment with WZTL-002, as determined by the proportion of enrolled participants undergoing at least one study leukapheresis procedure that receive WZTL-002
192248820|NCT04049513|secondary|Overall Response Rate|3 months after administration||To estimate the overall response rate (ORR) as determined by complete response (CR) plus partial response (PR) 3 months after WZTL-002 administration
192248821|NCT04049513|secondary|Cumulative CR rate|6 months after administration||To determine the cumulative CR rate 6 months after WZTL-002 administration
192248822|NCT04049513|secondary|Relapse-free survival|24 months after administration||To estimate the relapse-free survival (RFS) for subjects treated with WZTL-002 over a period of 24 months after WZTL-002 administration
192248823|NCT04049513|secondary|Overall survival|24 months after administration||To estimate the overall survival (OS) distribution for subjects treated with WZTL-002 over a period of 24 months after WZTL-002 administration
192248824|NCT04049513|secondary|Recommended dose|3 months after administration||To determine the recommended phase 2 dose of WZTL-002 for treatment of R/R B-NHL
192249465|NCT03103971|primary|Incidence of toxicity|Up to 30 days after the final dose of study therapy||Will be graded using National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.03. All adverse events (AEs) will be listed and summarized. Summaries of laboratory data will include, at a minimum, treatment-emergent laboratory abnormalities. Summaries of AEs and laboratory abnormalities will be based on the All Treated analysis set.
192249466|NCT03103971|primary|Dose-limiting toxicity (DLT) rates|Up to 28 days||Observed DLT rates will be summarized based on the DLT-Evaluable analysis set. Final DLT rates at each dose level will be estimated by isotonic regression.
192249467|NCT03103971|primary|Maximum concentration (Cmax) of autologous human anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ T-lymphocytes (huJCAR014) cells in blood|Up to 28 days||huJCAR014 will be measured in blood using quantitative polymerase chain reaction (PCR) (qPCR) and flow cytometry over 28 days after huJCAR014 infusion. Cmax is the peak concentration of huJCAR014 cells in blood in the first 28 days after infusion.
192249468|NCT03103971|primary|Time to maximum concentration (Tmax), of huJCAR014 cells in blood|Up to 28 days||huJCAR014 will be measured in blood using quantitative PCR (qPCR) and flow cytometry over 28 days after huJCAR014 infusion. Tmax is the time to reach the maximum concentration of huJCAR014 cells in blood in the first 28 days.
192249469|NCT03103971|primary|Area under the curve of huJCAR014 cells in blood|Up to 28 days||huJCAR014 will be measured in blood using quantitative PCR (qPCR) and flow cytometry over 28 days after huJCAR014 infusion. AUC is the calculated area under the curve of huJCAR014 concentrations in blood by time after infusion through 28 days.
192249470|NCT03103971|primary|Presence of huJCAR014 cells in bone marrow|Up to 28 days||The persistence of huJCAR014 in the bone marrow at 28 days will be assessed, based on both a qPCR assay and flow cytometry.
192249471|NCT03103971|secondary|Complete response (CR) rate|Up to 15 years||Will be summarized along with the 2-sided 95% exact Clopper-Pearson confidence intervals based on the efficacy-evaluable (EE) analysis sets. In addition, CR rate will be presented based on the all-treated analysis set
192249472|NCT03103971|secondary|Partial response (PR) rate|Up to 15 years||Will be summarized along with the 2-sided 95% exact Clopper-Pearson confidence intervals based on the EE analysis sets.
192249473|NCT03103971|secondary|Objective response rate (ORR)|Up to 15 years||Will be defined as the proportion of patients with a best response of either CR or PR. Will be summarized along with the 2-sided 95% exact Clopper-Pearson confidence intervals based on the EE analysis sets. In addition, ORR will be presented based on the All-Treated analysis set.
192249474|NCT03103971|secondary|Duration of response (DOR)|Up to 15 years||Will be defined as the time from date of first response to relapse/progression or death. Kaplan-Meier (KM) methodology will be used to analyze DOR.
192249475|NCT03103971|secondary|Progression-free survival (PFS)|From date of first huJCAR014 infusion to progressive disease or death, assessed up to 15 years||KM methodology will be used to analyze PFS.
192249476|NCT03103971|secondary|Event-free survival (EFS)|From the date of the first huJCAR014 infusion to death from any cause, relapse, or treatment failure, whichever occurs first, assessed up to 15 years||KM methodology will be used to analyze EFS.
192249477|NCT03103971|secondary|Overall survival (OS)|From date of first huJCAR014 infusion to death, assessed up to 15 years||KM methodology will be used to analyze OS.
192249478|NCT03103971|other|Cellular immune responses to huJCAR014|Up to 1 year||Percentage of patients with cellular immune responses to huJCAR014.
192249479|NCT03103971|other|B-cell depletion in circulation|Up to 1 year||Percentage of patients with B cells < 0.01% in blood.
192249480|NCT03103971|other|Cytokine profile|Up to 1 year||Peak concentration of IL-6 in blood after CAR-T cell infusion.
192249481|NCT03103971|other|CD19 expression on tumor cells in biopsies|Up to 1 year||Percentage of patients with CD19-negative disease after CAR-T cell infusion.
192249482|NCT03103971|other|Phenotype of CAR T cells in blood|Up to 1 year||Percentage of patients with CAR-T cells expressing CD62L.
192249483|NCT03103971|other|Product attributes (e.g., cell phenotype, cytokine profiles)|Up to 1 year||Product attributes (e.g., cell phenotype, cytokine profiles) will be correlated with AEs, pharmacokinetic (PK), and tumor response rates.
192249484|NCT03103971|other|Tumor attributes (e.g., checkpoint expression)|Up to 1 year||Tumor attributes (e.g., checkpoint expression) on PK will be correlated with biomarkers (e.g., peripheral cytokines).
191953062|NCT03323944|primary|Number of study subjects with treatment-related adverse events using NCI Common Terminology Criteria for Adverse Events (CTCAE) v4.03|2 years||
191953063|NCT03323944|secondary|Tumor response rates measured according to Response Evaluation Criteria in Solid Tumors (RECIST 1.1) criteria|Day 28, Month 3, Month 6||
191953064|NCT03323944|secondary|Progression-free survival (PFS)|2 years||
191953065|NCT03323944|secondary|Overall survival (OS)|2 years||
191953951|NCT04795882|primary|Toxicity evaluated by the incidence of grade 3-5 toxicity causally related to the Advanced Therapy Investigational Product (ATIMP)|28 days||The incidence of grade 3-5 toxicity assessed using the Common Terminology Criteria for Adverse Events (CTCAE) v5.0 and the American Society for Transplantation and Cellular Therapy (ASTCT) Cytokine Release Syndrome (CRS) and Neurotoxicity tool
191953952|NCT04795882|primary|Feasibility of manufacturing CAR T-cells evaluated by the number of therapeutic products generated|30 days||Feasibility of generation of CAR T cells as evaluated by the number of therapeutic products generated.
192260460|NCT05483491|primary|Maximum tolerated dose (MTD) of KK-LC-1 TCR-T cells|30 days||The highest dose level achieved according to the protocol-defined criteria for DLTs and determination of MTD.
192260461|NCT05483491|secondary|Adverse events of KK-LC-1 TCR T cells|30 days||Adverse event determination as measured by National Cancer Institute (NCI) Common 5.0Terminology Criteria for Adverse Events (CTCAE) Criteria Version 5.0
192260462|NCT05483491|secondary|Tumor response rate|6 weeks||Tumor response will be determined by RECIST criteria as per the protocol description
192260463|NCT05483491|secondary|Tumor response duration|Through study completion, up to 5 years||Tumor response duration will be determined by RECIST criteria as per the protocol description
189659055|NCT03915184|primary|Incidence of Treatment Related adverse events (AEs)|Day 1 - Month 60||Incidence of Treatment Related AEs, AEs of special interest and serious adverse events (SAEs)
189659056|NCT03915184|primary|Identification of Maximum Tolerated Dose (MTD)|Day 1 - Month 60||Incidence of dose-limiting toxicities (DLTs)
189659057|NCT03915184|primary|Objective response rate|Day 1 - Month 60||Objective response rate (ORR) per IMWG by IRC read
189659058|NCT03915184|secondary|Evaluate additional clinical efficacy outcomes with zevor-cel treatment in patients with rrMM|Day 1 - Month 60||Disease-specific response criteria including, but not limited to: complete response (CR), MRD, very good partial response (VGPR), and partial response (PR) according to the International Myeloma Working Group (IMWG) Uniform Response Criteria for Multiple Myeloma, Time to Response, Time to Progression, Progression Free Survival, best response and Overall Survival
189659059|NCT03915184|secondary|Determine the efficacy of zevor-cel treatment in patients with rrMM, by investigator assessment|Day 1 - Month 60||ORR, DOR, FPS, OS, MRD, time to response, time to progression, best tumor response
189659060|NCT03915184|secondary|Evaluate zevor-cel PK profile|Day 1 - Month 60||CAR transgene copy number, peak value, AUC, in vivo persistence
189659061|NCT03915184|secondary|Evaluate ADA profile|Day 1 - Month 60||Percentage of patients with anti-zevor-cel drug antibodies
189659062|NCT03915184|secondary|Evaluate HRQoL in patients with rrMM from baseline up to study completion|Day 1 - Month 60||Change from baseline in HRQoL as measured by EORTC QLQ-C30 and QLQ-MY20
189659063|NCT03915184|secondary|Evaluate utilization of hospital resources|Day 1 - Month 60||Duration of hospitalization and ICU
189659064|NCT03915184|other|BCMA bone marrow expression and soluble BCMA expression in blood|Day 1 - Month 60||Myeloma cell BCMA expression and serum soluble BCMA
189659065|NCT03915184|other|Cytokine profiling|Day 1 - Month 60||cytokine levels (such as IL-6, INF, et al)
189659066|NCT03915184|other|zevor-cel product profiling vs clinical safety and efficacy|Day 1 - Month 60||zevor-cel product characteristics
191296109|NCT04288726|primary|Dose limiting toxicity rate (DLT) by CTCAE 5.0|28 days||Any Grade 5 event, / Non-hematologic dose-limiting toxicity is any Grade 3 or Grade 4 non-hematologic toxicity that fails to return to Grade 2 within 72 hours, / Grade 2-4 allergic reaction to T-Cells, / Grade 3-4 GVHD, / Grade 3-4 CRS. Toxicity will be evaluated according to the CTCAE Version 5.0. GVHD will be graded by the method of Przepiorka et al.
191296110|NCT04288726|secondary|Rate of Anti-Tumor effect Objective Response (OR)|6 to 8 weeks post CTL infusion||Objective response rate is defined as complete response and partial response
191296111|NCT04288726|secondary|Duration of response|Up to 5 years||Response duration will be measured from the time of initial response until documented tumor progression.
191296112|NCT04288726|secondary|Stable disease (SD) rate|6 to 8 weeks post CTL infusion||SD will be defined as the proportion of patients that have stable disease
191296113|NCT04288726|secondary|Duration of SD|Up to 5 years||Stable disease is measured from the start of the treatment until the criteria for progression are met.
191296114|NCT04288726|secondary|Progression free survival (PFS)|Up to 5 years||PFS is defined as the time from treatment until objective tumor progression or death, whichever occurs first.
191297239|NCT03685786|primary|CART19 Cells Treatment of MRD of B Cell Malignancies and Then Auto-HSCT|day 28||The incidence of conversion of minimal residual disease (MRD) to <0.01% after CART19 therapy in patients with MRD of B Cell Malignancies during upfront treatment
189665176|NCT03818165|primary|Assess preliminary efficacy by overall survival|6 months||As a measure of activity, Overall Survival (OS) will be assessed. The events for the assessment of OS are death events. Time to event endpoints will be estimated using Kaplan-Meier methods. Point estimates and 95% confidence intervals will be provided where applicable.
189665177|NCT03818165|secondary|Assess preliminary efficacy by radiographic response rate using Response Evaluation Criteria in Solid Tumors (RECIST)|6 months||As a measure of activity, overall response rate will be assessed by radiographic scans using RECIST criteria. Response will be assessed for each patient over a 6-month timeframe during the treatment and observation phases of the protocol.
189665178|NCT03818165|secondary|Assess preliminary efficacy by metabolic response rate using PET Response Criteria in Solid Tumors (PERCIST)|6 months||As a measure of activity, overall response rate will be assessed by radiographic scans using PERCIST criteria. Response will be assessed for each patient over a 6-month timeframe during the treatment and observation phases of the protocol.
189665179|NCT03818165|secondary|Assess preliminary efficacy by response rate using Immune-related Response Criteria (irRC)|6 months||As a measure of activity, overall response rate will be assessed by radiographic scans using irRC. Response will be assessed for each patient over a 6-month timeframe during the treatment and observation phases of the protocol.
189665180|NCT03818165|secondary|Assess preliminary efficacy by histologic response rate using pathologic response in biopsy specimens|6 months||As a measure of activity, overall response rate will be assessed by pathologic criteria using biopsies of the liver metastases and measuring necrosis and fibrosis. REsponse rates will be assess for each patient over a 6-month timeframe during the treatment and observation phases of the protocol.
189665181|NCT03818165|secondary|Assess preliminary efficacy by serologic response rates by CEA levels|6 months||As a measure of activity, overall response rate will be assessed by serologic CEA levels. Response will be assess for each patient over a 6-month timeframe during the treatment and observation phases of the protocol.
189665182|NCT03818165|secondary|Assess preliminary efficacy by serologic response rates by CA 19-9 levels|6 months||As a measure of activity, overall response rate will be assessed by serologic CA 19-9 levels. Response will be assess for each patient over a 6-month timeframe during the treatment and observation phases of the protocol.
189665183|NCT03818165|secondary|Assess preliminary efficacy by duration of response in accordance with RECIST criteria|6 months||As a measure of activity, duration of response will be measured using radiologic scans and assessed according to RECIST criteria. This will be assess for each patient over a 6-month timeframe during the treatment and observation phases of the protocol.
189665184|NCT03818165|secondary|Assess preliminary efficacy by in-liver progression free survival (PFS)|6 months||As a measure of activity, in-liver PFS will be assessed. The events for the assessment of PFS are disease progression and death events. This time to event endpoint will be estimated using Kaplan-Meier methods. Point estimate estimates and 95% confidence intervals will be provided where appropriate.
189665185|NCT03818165|other|Assess if serum cytokine levels correlate with response and/or toxicity to hepatic arterial infusions.|6 months||As an exploratory analysis, serum cytokine levels will be measured by ELISA to determine if increases in cytokines predict response and/or toxicity to liver arterial infusions.
189665186|NCT03818165|other|Assess if neutrophil:lymphocyte ratios correlate with response|6 months||As an exploratory analysis, neutrophil:lymphcyte ratios will be calculated to determine if they correlate with response and/or toxicity.
189665187|NCT03818165|other|Assess the persistence of CAR-T cells circulating in blood over time|6 months||As an exploratory analysis, circulating CAR-T cells will be analyzed to assess persistence of CAR-T cells during the treatment and observation phases of the study.
189665188|NCT03818165|other|Assess the persistence of CAR-T cells in liver tumor biopsies over time|6 months||As an exploratory analysis, the engraftment of CAR-T cells in planned liver tumor biopsies will be analyzed to assess persistence of CAR-T cells during the treatment and observation phases of the study.
189665189|NCT03818165|other|Assess if circulating tumor cells (CTC) correlate with response|6 months||As an exploratory analysis, levels of circulating tumor cells (CTC) will be determined to investigate if decreases in CTC levels correlate with response.
191302670|NCT05318963|primary|Incidence, severity and type of TEAEs (Treatment-emergent Adverse Events)|Minimum 2 years after LCAR-AIO infusion (Day 1)||An adverse event is any untoward medical event that occurs in a participant administered an investigational product, and it does not necessarily indicate only events with clear causal relationship with the relevant investigational product.
191302671|NCT05318963|primary|Pharmacokinetics in peripheral blood|Minimum 2 years after LCAR-AIO infusion (Day 1)||CAR positive T cells and CAR transgene levels in peripheral blood after LCAR-AIO infusion.
191302672|NCT05318963|primary|Pharmacokinetics in bone marrow|Minimum 2 years after LCAR-AIO infusion (Day 1)||CAR positive T cells and CAR transgene levels in bone marrow after LCAR-AIO infusion.
191302673|NCT05318963|primary|The recommended Phase II dose (RP2D) for this cell therapy|30 days after LCAR-AIO infusion||RP2D established through ATD+BOIN design and the DLTs occurring following CAR T-cell infusion
191302674|NCT05318963|secondary|Overall Response Rate (ORR)|Through study completion, minimum 2 years after LCAR-AIO infusion (Day 1)||Objective Response Rate (ORR) is defined as the proportion of subjects who achieve CR or PR after treatment via LCAR-AIO cell infusion
191302675|NCT05318963|secondary|Progression-free survival (PFS)|Through study completion, minimum 2 years after LCAR-AIO infusion (Day 1)||Progression Free Survival (PFS) is defined as the time from the date of first infusion of the LCAR-AIO to the first documented disease progression (according to Lugano 2014) or death (due to any cause), whichever occurs first
191302676|NCT05318963|secondary|Overall Survival (OS)|Through study completion, minimum 2 years after LCAR-AIO infusion (Day 1)||Overall Survival (OS) is defined as the time from the date of first infusion of LCAR-AIO to death of the subject
191302677|NCT05318963|secondary|Time to Response (TTR)|Through study completion, minimum 2 years after LCAR-AIO infusion (Day 1)||Time to Response (TTR) is defined as the time from the date of first infusion of LCAR-AIO to the date of the first response evaluation of the subject who has met all criteria for CR or PR.
191302678|NCT05318963|secondary|Duration of Response (DoR)|Through study completion, minimum 2 years after LCAR-AIO infusion (Day 1)||Duration of Remission (DoR) is defined as the time from the first documentation of remission (CR or PR) to the first documented relapse evidence of the responders
191302679|NCT05318963|secondary|Immunogenicity assessment of LCAR-AIO cells|Through study completion, minimum 2 years after LCAR-AIO infusion (Day 1)||The incidence of Anti-LCAR-AIO antibody in patients who received LCAR-AIO cells infusion
189666864|NCT04129099|primary|Incidence and severity of treatment related Adverse Events, CRS and Neurotoxicity (Safety and tolerability)|2 years||Adverse events(AEs) will be collected and graded according to ASTCT consensus(for Cytokine Release Syndrome, CRS and Immune Effector Cell-Associated Neurotoxicity Syndrome, ICANS) and CTCAE v5.0(for AE except CRS/ICANS )
189666865|NCT04129099|secondary|CAR copies and concentration of GC022F in peripheral blood, bone marrow and CSF (amplification and persistence)|2 years||GC022F CAR copies and cells in peripheral blood, bone marrow and CSF will be measured by qPCR and FCM in 2 years
189666866|NCT04129099|secondary|Overall response rate of patients who received GC022F infusion (efficacy)|2 years||Overall response rate will be estimated as the percents of patients who achieved CR or CRi.
189666867|NCT04129099|secondary|Concentraiton of anti-GC022F antibody after infusion (humoral immune response)|2 years||After GC022F infusion, GC022F antibody in peripheral blood will be measured in 2 years
190847239|NCT05172596|primary|Overall response rate (ORR) per Independent Review Committee (IRC) in Efficacy Analysis Set|24 Months||Percentage of patients with best overall response (BOR) of either stringent complete response (sCR), complete response (CR), very good partial response (VGPR), partial response (PR) according to the International Myeloma Working Group (IMWG) criteria'
190847240|NCT05172596|secondary|Key Secondary End point: MRD Negativity rate in Bone Marrow|24 months||Evaluate the efficacy of PHE885 with respect to MRD negativity rate in bone marrow measured by next generation sequencing (NGS)
190847241|NCT05172596|secondary|Complete response rate (CRR)|24 Months||Percentage of patients with BOR of sCR or CR according to the IMWG criteria
190847242|NCT05172596|secondary|Time to response|24 Months||Time form PHE885 infusion to the date of first documented response (PR or better)
190847243|NCT05172596|secondary|Duration of Response (DOR)|24 Months||Time from first documented response (PR or better) until relapse or death due to any cause
190847244|NCT05172596|secondary|Progression free survival (PFS)|24 Months||Time from PHE885 infusion until progression or death due to any cause
190847245|NCT05172596|secondary|Time to next anti-myeloma treatment (TTNT)|24 Months||Time from PHE885 infusion until start of new anti-myeloma therapy or death due to any cause
190847246|NCT05172596|secondary|Overall Survival (OS)|24 Months||Time from PHE885 infusion until death due to any cause
190847247|NCT05172596|secondary|Durability of Minimal Residual Disease (MRD)negativity|24 Months||Time from the start of undetectable MRD to the time of reappearance of detectable MRD
190847248|NCT05172596|secondary|Patient Reported Outcomes (PRO): EQ-5D-5L Health Questionnaire|24 months||PROs as measured by EuroQoL Group EQ-5D-5L Health Questionnaire is a standardized measure of health status developed by the EuroQol Group in order to provide a simple, generic measure of health for clinical and economic appraisal.
190847249|NCT05172596|secondary|Patient Reported Outcomes (PRO): EORTC-QLQ-C30|24 months||PROs as measured by European Organization for Research and Treatment of Cancer Quality-of-Life questionnaire (EORTC-QLQ-C30) Questionnaire will be used as a measure of health-related quality of life.
190847250|NCT05172596|secondary|Patient Reported Outcomes (PRO): EORTC-QLQ-MY20|24 months||PROs as measured by EORTC-QLQ-MY20 is a 20-item myeloma module intended for use among patients varying in disease stage and treatment modality.
190847251|NCT05172596|secondary|PHE885 manufacturing success rate|24 Months||Percentage of enrolled patients for whom PHE885 product was manufactured that met all release specifications
190847252|NCT05172596|secondary|Manufacturing turnaround time|24 months||Time from pick of cryopreserved material at the clinic or hospital until return to the clinical or hospital
190847253|NCT05172596|secondary|Transgene of PHE885 concentrations over time in peripheral blood and bone marrow|24 Months||As determined by quantitative polymerase chain reaction (qPCR)
190847254|NCT05172596|secondary|Cellular kinetics parameter: Cmax|24 Months||The maximum transgene level at Tmax
190847255|NCT05172596|secondary|Cellular kinetics parameter: Tmax|24 Months||The time to peak transgene level
190847256|NCT05172596|secondary|Cellular kinetics parameter: AUC|24 months||The Area under the curve of the transgene level
190847257|NCT05172596|secondary|Immunogenicity to PHE885|24 Months||Summary of pre-existing and treatment-induced immunogenicity (cellular and humoral) of PHE885
191309413|NCT03932565|primary|Adverse events that are related to treatment|2 years||Safety and tolerability measured by occurrence of study related adverse effects defined by NCI-CTCAE v4.03
191309414|NCT03932565|secondary|2 year overall survival(OS)|2 years||To estimate 2 year overall survival(OS) after the fourth-generation CAR-T cells (IL7 and CCL19 or / and IL12) targeting Nectin4/FAP in the treatment of advanced malignant solid tumors with Nectin4-positive
191309415|NCT03932565|secondary|3 year progression free survival (PFS)|3 years||To estimate 3 year progression free survival after the fourth-generation CAR-T cells (IL7 and CCL19 or / and IL12) targeting Nectin4/FAP in the treatment of advanced malignant solid tumors with Nectin4-positive
191311158|NCT03642496|primary|Maximum Tolerated Dose|Up to 12 weeks.||A dose limiting toxicity is defined as any toxicity that is considered to be primarily related to the ET019002T-cells,which is irreversible or life threatening or CTCAE Grade 3-5.
191311159|NCT03642496|primary|Tmax of serum cytokine levels|Up to 12 weeks.||Cytokins as measured by CBA-Bioplex Multiplex Immunoassays will be presented as time to peak level.
191311160|NCT03642496|primary|Time to baseline for serum cytokine levels|Up to 12 weeks.||Inceases or decreases in the amout of cytokine produced compared to baseline at time points measured up to 24 weeks since dosing.
191311161|NCT03642496|primary|Toxicity profile of ET019002T-cell treatment|Up to 2 years.||"Frequency of treatment-related adverse events that occurred at any time from the first day of infusion that are possibly, likely, or definitely related to the study, including infusion related toxicity and ET019002 T cell related toxicity. Include but not limited to: Fever, chills, nausea, vomiting, jaundice and other gastrointestinal symptoms; Fatigue, hypotension, respiratory distress; Tumor lysis syndrome; Cytokine release syndrome; Neutropenia, thrombocytopenia; Liver and kidney dysfunction. Assessed at all visits."
191311162|NCT03642496|secondary|Rate of disease response|Up to 12 weeks.||Rate of disease response assessed by lugano cliassification.Response rates will be estimated as CR,PR,SD,PD.
191311163|NCT03642496|secondary|Progression free survival(PFS)|Up to 2 years.||Progression free survival(PFS) denotes the chances of staying free of disease progression for patients after treatment.
191311164|NCT03642496|secondary|Time to baseline for B cell level|Up to 2 years.||B cell level as measured by Bio-Plex Multiplex Immunoassays will be presented.
191315933|NCT03574168|primary|Objective Response Rate, ORR|Up to Day90 after the CD19-CAR-T cell infusion||"The percentage of participants who achieved complete remission (CR) over all participants (CRR).~The percentage of participants who achieved partial remission (PR) over all participants (PRR)."
191315934|NCT03574168|secondary|The amount of CAR-T cells remaining in vivo|2 years after cell infusion.||Measure and analyze monthly
191315935|NCT03574168|secondary|The lifetime of CAR-T cells remaining in vivo|2 years after cell infusion.||Measure and analyze monthly
191317911|NCT03907527|primary|Incidence of adverse events|Up to 12 months after infusion||Toxicity grading will be evaluated according to the Cancer Therapy Evaluation Program Common Terminology Criteria for Adverse Events version 5.0 and monitoring of adverse events
191317912|NCT03907527|primary|Maximal tolerated dose of PRGN-3005|Up to 28 days||Will be determined by a 3 X 3 dose escalation study for both intraperitoneal infusion and intravenous infusion of the trial.
191317913|NCT03907527|secondary|Evidence of anti-tumor activity|Up to 5 years||Graded according to Response Evaluation Criteria in Solid Tumors (RECIST) 1.1.
191317914|NCT03907527|secondary|Number of PRGN-3005 T Cells|Up to 12 months post treatment||Number of PRGN-3005 T Cells present in patients treated with PRGN-3005
191318842|NCT03893019|primary|Determination of MTD|Week 4 after infusion of MB-CART20.1||MTD is defined as the highest dose level at which < 33% of patients experience dose limiting toxicity (DLT)
191318843|NCT03893019|primary|Safety and Toxicity Assessment per Adverse Event reporting classified according to CTCAE V5.0|until day 28 after infusion of MB-CART20.1||per Adverse Event reporting classified according to CTCAE V5.0
191318844|NCT03893019|secondary|Clinical Response|1 year after infusion of MB-CART20.1||Number of patients with either Complete Response, Partial Response, Stable Disease or Progressive Disease using RECIST 1.1
191318845|NCT03893019|secondary|Frequency of B-cell aplasia|1 year after infusion of MB-CART20.1||Circulating B cell numbers in the peripheral blood will be assessed by Flow cytometry
191318846|NCT03893019|secondary|Phenotype and Persistence of infused MB-CART20.1|1 year after infusion of MB-CART20.1||Blood samples for determination of persistence/phenotyping of infused MB-CART20.1 will be analysed.
191318847|NCT03893019|secondary|Presence and phenotype of MB-CART20.1 and B cells in biopsies|Screening, 8 weeks after infusion of MB-CART20.1||Tumor biopsies for determination of persistence/phenotyping of infused MB-CART20.1 will be analysed
191318848|NCT03893019|secondary|Number of CD20+ tumor cells|Screening, 8 weeks after infusion of MB-CART20.1||Tumor biopsies for determination of number of CD20+ tumor cells
191318849|NCT03893019|secondary|Persistence of T-cell expansion for each dose group|Day 0 and week 12||Blood samples for determination MB-CART20.1 levels (transgene copies / genomic DNA)
191319466|NCT03338972|primary|Dose-limiting Toxicities (DLT) Rate|Up to 28 days after CAR T cell infusion||Observed DLT rates will be summarized based on the DLT-Evaluable analysis set. Outcome will be reported as count of participants in each arm who experienced a DLT. No patients received more than one CAR T cell infusion, so DLT assessment period was only 28 days after first and only CAR T infusion for all patients.
191319467|NCT03338972|primary|Count of Patients That Experienced Adverse Events|Up to 28 days after CAR T-cell infusion||Toxicity graded using National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.03 No patients received more than one CAR T cell infusion, so AE assessment period was only 28 days after first and only CAR T infusion for all patients.
191319468|NCT03338972|secondary|Duration of Persistence of Adoptively Transferred BCMA CAR-T Cells|Baseline up to 1 year||
191319469|NCT03338972|secondary|Migration of Adoptively Transferred BCMA CAR-T Cells|Baseline up to 1 year||
191319470|NCT03338972|secondary|Objective Response Rate (ORR)|Baseline up to 3 months after T cell infusion||Number of patients with a best response of either complete response, stringent complete response, very good partial response or partial response, assessed using modified International Myeloma Working group response criteria.
191319471|NCT03338972|secondary|Progression-free Survival (PFS)|Assessed up to 1 year||Assessed using modified International Myeloma Working Group response criteria
191319472|NCT03338972|secondary|Overall Survival (OS)|Assessed up to 1 year||
191320015|NCT03884751|primary|Dose-limiting toxicity (DLT)|After 28 days of single infusion||Safety
191320016|NCT03884751|primary|Maximum tolerated dose (MTD)|After 28 days of single infusion||tolerability
191320017|NCT03884751|secondary|Pharmacokinetics (the copies of cells in vivo)|Day0~Week 26||"Pharmacokinetics is theImplantation endpoint which is defined as the number of copies of CAR-GPC3 DNA in peripheral blood at each visit after infusion until any two consecutive test results are negative or below the detection limit. It aims to calculate the Peak Plasma Concentration (Cmax)"
191320018|NCT03884751|secondary|Pharmacokinetics ( the duration of survival of cells in vivo)|Day0~Week 26||Duration of CAR-GPC3 T cell persistence is the period from the day of infusion to the first negative test result or result lower than the detection limit.It aims to calculate the area under the plasma concentration versus time curve (AUC)
191320019|NCT03884751|secondary|Number of participants with treatment-related adverse events as assessed by CTCAE v5.0|Month 24||Adverse events up to 24 months of follow-up visit judged by the investigator to be associated with CAR-GPC3T cell infusion, such as abnormalities or changes in laboratory examinations, physical examinations, vital signs, etc.
191320020|NCT03884751|secondary|Antitumor efficacy-Progression-free survival (PFS)|Month 24||The period from the day when the subject receives the infusion of cells to the first recorded tumor progression (whether treated or not) or death of any cause, which occurs first.
191320021|NCT03884751|secondary|Antitumor efficacy-Duration of response (DOR)|Month 24||The period from the first evaluation of CR or PR to the first evaluation of PD(Progressive Disease) or death of any cause.
191320022|NCT03884751|secondary|Antitumor efficacy-Duration of disease control (DDC)|Month 24||The period from the first evaluation of CR, PR, or SD to the first evaluation of PD or any cause of death.
191320023|NCT03884751|secondary|Antitumor efficacy-Overall survival (OS)|Month 24||The period from the first infusion to any cause of death
191320024|NCT03884751|secondary|Antitumor efficacy-Objective response rate (ORR);|Month 24||The number of cases in which tumor size is reduced to PR or CR / the total number of evaluable cases (%). In the event of PR or CR, the subjects should confirm it no less than 4 weeks after the first evaluation
191320025|NCT03884751|secondary|Antitumor efficacy-Disease control rate (DCR)|Month 24||The number of cases in which response (PR + CR) and stable disease (SD) are achieved from the start of cell infusion/the total number of evaluable cases (%).
191322176|NCT03563326|primary|EpCAM CAR-T cells treatment related adverse events|4 weeks||Adverse events after receiving EpCAM CAR-T cells treatment, according to NCI-CTCAE v4.0.
191322177|NCT03563326|secondary|Overall survival outcome|2 years||2-year overall survival rate
191322178|NCT03563326|secondary|Metabolism kinetics of CAR-T cells|2 years||The level of CAR-T cells will be tested regularly by Real-time Quantitative Polymerase Chain Reaction Detecting System(qPCR) or Flow cytometry.
191322179|NCT03563326|secondary|Progress free survival outcome|2 years||2-year progress free survival
191328206|NCT05103631|primary|Number of Patients with Dose Limiting Toxicity|4 weeks||A dose limiting toxicity is defined as any toxicity that is considered to be primarily related to the GPC3-CAR T cells. Specifically those which are Grade 5; non-hematologic dose-limiting toxicity is any Grade 3 or Grade 4 nonhematologic toxicity that fails to return to Grade 2 within 72 hours; Grade 2 to 4 allergic reaction to CAR T cell infusion; Grade 4 hematologic toxicity that persists for 28 days or greater; Grade 3 and 4 expected reactions due to CRS and neurotoxicity are seen with the use of CAR-based immunotherapy. Grade 3 cytokine release syndrome (CRS) infusion reactions and neurologic toxicity will only be reported to the FDA if they fail to return to Grade 1 within 7 days. Grade 4 CRS and neurologic toxicities will be reported to the FDA in an expedited fashion.
