id|nct_id|description
33101255|NCT05364424|The purpose of this study is to evaluate the preliminary efficacy, safety, and pharmacokinetics of glofitamab (glofit) in combination with rituximab plus ifosfamide, carboplatin, and etoposide (R-ICE) in participants with relapsed or refractory (R/R) diffuse large B-cell lymphoma (DLBCL), who have failed one prior line of therapy incorporating an anti-cluster of differentiation (CD) 20 antibody (i.e., rituximab) and an anthracycline, and who are transplant or chimeric antigen receptor T-cell (CAR-T) therapy eligible, defined as being medically eligible for intensive platinum-based salvage therapy followed by autologous stem cell transplantation (ASCT) or for CAR-T therapy.
33010189|NCT05659628|"The goal of this clinical trial is to test CD19-7×19 CAR-T cells combined with Tislelizumab in refractory and relapsed diffuse large B lymphoma. The main question[s] it aims to answer are:~question 1：What is the safety of CD19-7×19 CAR-T cells combined with Tislelizumab in the treatment of relapsed or refractory diffuse large B-cell lymphoma.~question 2：What is the efficacy of CD19-7×19 CAR-T cells combined with Tislelizumab in the treatment of relapsed or refractory diffuse large B-cell lymphoma.~Participants will be asked to receive clinical evaluation before CAR-T, including physical examination, blood routine test, biochemical test, imaging test, etc.Peripheral blood lymphocytes will be collected for preparation of CAR-T cells after enrollment. Pretreatment chemotherapy with fludarabine and cyclophosphamide will be used before CAR-T infusion. On the 31st day after CAR-T infusion, Tislelizumab 200mg was given once every 21 days for 6 cycles. Participants will be required to report concomitant medication and adverse events, and their disease was evaluated throughout the study."
32919501|NCT02968472|A chimeric antigen receptor gene-modified T cells (CART: 4SCAR19)by targeted the CD19 (cluster of differentiation antigen 19), treat patients with CD19 positive malignant B cells tumor, assess treatment safety, and observe therapeutic effects. At the same time,the change process of the CART and residual tumor status of the patient are observe dynamically， which summarizes the best therapeutic effect.
33010223|NCT02537977|Relapsed/refractory leukemia and lymphoma lack effective treatment. The cancer immunotherapy with chimeric antigen receptor (CAR) T cells provides a potent new approach for them. In this clinical trial, the investigators aim to assess the safety and efficacy of administering T cell expressing an anti-CD19 CARs to patients with chemotherapy resistant or refractory CD19 positive B cell malignancy including leukemia and lymphoma.
33101342|NCT04989803|The goal of this clinical study is to learn more about the safety and dosing of the study drugs, KITE-363 and KITE-753, in participants with relapsed and/or refractory B-cell lymphoma.
33101364|NCT04897321|"3CAR is being done to investigate an immunotherapy for patients with solid tumors. It is a Phase I clinical trial evaluating the use of autologous T cells genetically engineered to express B7-H3-CARs for patients ≤ 21 years old, with relapsed/refractory B7-H3+ solid tumors. This study will evaluate the safety and maximum tolerated dose of B7-H3-CAR T cells.The purpose of this study is to find the maximum (highest) dose of B7-H3-CAR T cells that are safe to give to patients with B7-H3-positive solid tumors.~Primary objective~To determine the safety of one intravenous infusion of autologous, B7-H3-CAR T cells in patients (≤ 21 years) with recurrent/refractory B7-H3+ solid tumors after lymphodepleting chemotherapy~Secondary objective~To evaluate the antitumor activity of B7-H3-CAR T cells~Exploratory objectives~To evaluate the tumor environment after treatment with B7-H3-CAR T cells~To assess the immunophenotype, clonal structure and endogenous repertoire of B7-H3-CAR T cells and unmodified T cells~To characterize the cytokine profile in the peripheral blood after treatment with B7-H3-CAR T cells"
33010285|NCT05379569|"Comparing the efficacy and safety of fludarabine-containing BFC conditioning regimen with traditional BuCy conditioning regimen in Acute B-cell lymphoblastic leukemia patients who treated with allogeneic hematopoietic stem cell transplantation, to establish a conditioning regimen for improving the survival rate of patients with B-cell ALL after transplantation.~Acute B-cell lymphoblastic leukemia (B-ALL) is a hematologic malignancy . The incidence of B-All is higher in children than in adults, but more than 80% of children patients can be cured by chemotherapy, while the survival rate of adult patients is less than 40%. Recurrence or progression of the disease is the main reason affecting the survival of patients.~Although CD19-targeted CAR T cell therapy is an effective salvage treatment for relapsed and refractory B-ALL, bridging allogeneic hematopoietic stem cell transplantation is required after remission. 1-year LFS and 1-year OS were 11.6% and 32% in patients without bridging grafts after CAR T.~Allogeneic hematopoietic stem cell transplantation is an effective treatment for ALL. Before the transplant, patients receive high doses of chemotherapy plus or total body irradiation（TBI） to 'creation of space' ，immunosuppression and disease eradication. This is called conditioning regimen. Conditioning regimen plays a key role in reducing tumor load and diseaseconditioning regimen recurrence.~Conditioning regimen for different diseases are different. Conditioning regimen are based on TBI and chemotherapy BuCy, with low TBI recurrence rate but high treatment-related mortality (TRM). BuCY chemotherapy had low TRM but high recurrence rate, so there was no difference in total OS. Therefore, it is of great clinical value to explore a conditioning regimenprogram. How to optimize the preconditioning program before transplantation, so as to reduce the recurrence rate and prolong the survival period of adult B-cell ALL patients after transplantation has become a issue that needs to be solved urgently in clinical practice.~BFC (Malilane + fludarabine + cyclophosphamide) is the addition of fludarabine to BuCy (malilane + cyclophosphamide). The combination of fludarabine and cyclophosphamide has synergistic effect, which can better kill B lymphocyte, and can enhance the killing effect of pretreatment regimen on B lymphocyte tumor."
33101468|NCT04196413|The primary purpose of this study is to test whether GD2-CAR T cells can be successfully made from immune cells collected from children and young adults with H3K27M-mutant diffuse intrinsic pontine glioma (DIPG) or spinal H3K27M-mutant diffuse midline glioma (DMG). H3K27Mmutant testing will occur as part of standard of care prior to enrollment.
33010543|NCT05382377|This is a Phase 1, single-arm, single-center, open-label study to evaluate the safety and effectiveness of NKG2D-based CAR-T cells infusion in the treatment of advanced NKG2DL+ solid tumors.
33187479|NCT03528421|n this study, approximately 30 patients with relapsed or refractory non-Hodgkin's lymphoma (NHL) were recruited for a single reinfusion of IM19-CD28 and IM19-41BB CAR-T cells. Assess the safety, tolerability of treatment, and initially observe the efficacy.
33010740|NCT05639972|"The goal of this study is to determine the feasibility of administration of a single dose of E7 TCR-T cells as induction therapy prior to definitive treatment (chemoradiation or surgery) of locoregionally advanced HPV-associated cancers. The intent of E7 TCR-T cell treatment is to shrink or eliminate tumors and thereby facilitate definitive therapy and increase overall survival.~This study seeks to determine 1) if E7 TCR-T cell can be administered without undue delay in definitive treatment, 2) the tumor response rate to E7 TCR-T cell treatment, 3) and the disease-free survival rate at 2 and 5 years.~Participants will undergo an apheresis procedure to obtain T cells that will be genetically engineered to generate E7 TCR-T cells. They will receive a conditioning regimen, a single infusion of their own E7 TCR-T cells, and adjuvant aldesleukin. Participants will follow up to assess safety and determine tumor response and will return to their primary oncology team for definitive therapy."
32826356|NCT05431608|A sample of participants' T cells will be sent to a laboratory, where the cells will be made into the study therapy, MCARH109 and MCARH125. Participants will receive either MCARH125 alone or MCARH125 with MCARH109.
32826368|NCT05397496|This is an open-label, multicenter, phase I study, which primary objective is to characterize the safety and tolerability of PIT565 and to identify maximal tolerated doses (MTDs) and/or recommended doses (RDs), schedule and route of administration in relapsed and/or refractory B-cell Non-Hodgkin lymphoma (R/R B-NHL) and relapsed and/or refractory B-cell acute lymphoblastic leukemia (R/R B-ALL).
33011539|NCT05588440|This is a Phase 1/2 study to investigate the safety and efficacy of the CAR-T therapy, ONCT-808, in patients with relapsed/refractory (R/R) aggressive B cell malignancies.
32922180|NCT02958410|The overall purpose of this study is to explore the therapeutic effect of BCMA-targeted chimeric antigen receptor T(CAR-T) cells in the treatment of lymphocyte derived malignancies.
32922244|NCT04717999|This is a pilot phase I study to evaluate the safety and efficacy of NKG2D CAR-T cell therapy in patients with relapsed and/or refractory glioblastoma
32922311|NCT02965092|This is a single arm, open-label, phase 1/2 study to evaluate the safety and efficacy of anti-CD19 CAR-T cells in patients with relapsed or refractory B cell Malignancies.
33192581|NCT03323944|Phase I study to establish the safety and feasibility of both intravenous administration and local delivery of lentiviral transduced huCART-meso cells in patients with histologically confirmed unresectable or metastatic pancreatic adenocarcinoma
33192678|NCT04795882|"This is a Phase 1 rolling 6 trial design evaluating safety of a novel BCMA Chimeric Antigen Receptor (CAR) alone and of CAR T cells engineered to co-express BCMA CAR and a CD19 CAR in patients with relapsed / refractory Multiple Myeloma.~The study will assess the feasibility of generating these Advanced Therapy Investigational Products (ATIMPs) and the safety of administering the CAR T cells (either BCMA alone or co-expressed with CD19) in patients with relapsed / refractory multiple myeloma."
32827609|NCT02663297|"The body has different ways of fighting infection and disease. No single way seems perfect for fighting cancer. This research study combines two different ways of fighting disease: antibodies and T cells. Antibodies are proteins that protect the body from disease caused by bacteria or toxic substances. Antibodies work by binding those bacteria or substances, which stops them from growing and causing bad effects. T cells, also called T lymphocytes, are special infection-fighting blood cells that can kill other cells, including tumor cells or cells that are infected. Both antibodies and T cells have been used to treat patients with cancers. They both have shown promise, but neither alone has been sufficient to cure most patients. This study is designed to combine both T cells and antibodies to create a more effective treatment. The treatment that is being researched is called autologous T lymphocyte chimeric antigen receptor cells targeted against the CD30 antigen (ATLCAR.CD30) administration.~In previous studies, it has been shown that a new gene can be put into T cells that will increase their ability to recognize and kill cancer cells. A gene is a unit of DNA. Genes make up the chemical structure carrying the patient's genetic information that may determine human characteristics (i.e., eye color, height and sex). The new gene that is put in the T cells in this study makes a piece of an antibody called anti-CD30. This antibody floats around in the blood and can detect and stick to cancer cells called lymphoma cells because they have a substance on the outside of the cells called CD30. Anti-CD30 antibodies have been used to treat people with lymphoma, but have not been strong enough to cure most patients. For this study, the anti-CD30 antibody has been changed so that instead of floating free in the blood part of it is now joined to the T cells. Only the part of the antibody that sticks to the lymphoma cells is attached to the T cells instead of the entire antibody. When an antibody is joined to a T cell in this way it is called a chimeric receptor. These CD30 chimeric (combination) receptor-activated T cells seem to kill some of the tumor, but they do not last very long in the body and so their chances of fighting the cancer are unknown.~The purpose of this research study is to determine a safe dose of the ATLCAR.CD30 cells that can be given to subjects after undergoing an autologous transplant. This is the first step in determining whether giving ATLCAR.CD30 cells to others with lymphoma in the future will help them. The researchers also want to find out what side effects patients will have after they receive the ATLCAR.CD30 cells post-transplant. This study will also look at other effects of ATLCAR.CD30 cells, including their effect on your cancer and how long they will survive in your body."
