id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
33247941|NCT03318861|Secondary|Percentage of Participants Experiencing Clinically Significant Laboratory Abnormalities|Clinically significant laboratory abnormalities were defined as per investigator's discretion.|From KITE-585 infusion to date of data cutoff (maximum: 17.6 months)|Participants in the Safety Analysis Set were analyzed.|||percentage of participants|||Number
33247942|NCT03318861|Secondary|Duration of Response (DOR) as Determined by Study Investigators According to the IMWG Consensus Panel 1|DOR is defined for participants who experience an objective response and is defined as the time from the date of their first objective response (which is subsequently confirmed) to PD per IMWG Consensus Panel 1 Criteria or death from any cause, whichever is earlier. Objective response is defined in Outcome measure 2. Analysis was done using KM estimate. Participants not meeting the criteria for PD by the analysis data cutoff date were censored at their last evaluable disease assessment date before any other anti-cancer therapies including stem cell transplant.|From first response to the earlier date of data cutoff and first administration of other anti-cancer therapies including stem cell transplant (maximum: 17.6 months)|As per changes in planned analysis, this outcome measure could not be analyzed at data cutoff date due to insufficient number of responders to estimate the median and the lower and upper limits of confidence interval. Kite/Gilead is not collecting the DOR data after the data cutoff date.||||||
33247943|NCT03318861|Secondary|Time to Next Treatment (TTNT)|TTNT is defined as the length of time between the date of KITE-585 infusion to the date of initiation of the next therapy or death due to any cause, whichever is earlier. Analysis was done using KM estimate. Participants with no new anti-cancer therapy and alive by the time of data cutoff were censored at the last date known to be alive or cutoff date, whichever is earlier.|From KITE-585 infusion to the earlier date of data cutoff and first administration of other anti-cancer therapies including stem cell transplant (maximum: 17.6 months)|As per changes in planned analysis, this outcome measure could not be analyzed at data cutoff date due to insufficient number of events to estimate the median and the lower and upper limits of confidence interval. Kite/Gilead is not collecting the TTNT data after the data cutoff date.||||||
33150767|NCT02664363|Primary|Maximally Tolerated Dose|"Within this 3+3 phase I study, the primary objective is to determine the MTD of a single IV infusion of EGFRvIII CAR T cells in patients with newly-diagnosed WHO grade IV malignant glioma. Four dose levels were to be considered based on transduced cells/kg: #1: 4.5 x 10^6/kg, #2: 1.5 x 10^7/kg, #3: 4.5 x 10^7/kg, and #4: 1.5 x 10^8/kg. The MTD is the highest dose level at which ≤1 of 3-6 patients experience dose-limiting toxicity during the 4 weeks after CAR infusion."|12-18 months|All patients who received EGFRvIII CAR T cells|||Cells/kg|||Number
33150768|NCT02664363|Secondary|Number of Patients Who Experienced a Dose-limiting Toxicity (DLT)|DLT is defined as any Grade IV event of any duration that is at least (possibly, probably, or definitely) attributable to EGFRvIII CARs, or any Grade III toxicity that is at least (possibly, probably, or definitely) attributable to EGFRvIII CARs that is not reversible within 4 weeks.|12-18 months|All patients who received EGFRvIII CAR T cells|||Participants|||Count of Participants
33151368|NCT03958656|Primary|Number of Participants That Had Any Grade ≤2, and 3, 4 and 5 Adverse Events Following Administration of T Cells Expressing Anti- Signaling Lymphocytic Activation Molecule F7 (SLAMF7) Chimeric Antigen Receptor (CAR)|Adverse Events were assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). Grade1 is mild, Grade 2 is moderate, Grade 3 is severe, Grade 4 is life-threatening or disabling, and Grade 5 is fatal.|Date treatment consent signed to date off study, approximately 3 months and 27 days for Level 1, 3 months and 18 days for Level 2, 5 months and 23 days for Level 3, and 1 month and 29 days for Level 4.|3/13 participants enrolled on Level 2 (n=1) and Level 3 (n=2) were not treated,|||Participants|||Count of Participants
33151369|NCT03958656|Other Pre-specified|Number of Participants With Serious and/or Non-serious Adverse Events Assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0)|Here is the number of participants with serious and/or non-serious adverse events assessed by the Common Terminology Criteria for Adverse Events (CTCAE v5.0). A non-serious adverse event is any untoward medical occurrence. A serious adverse event is an adverse event or suspected adverse reaction that results in death, a life-threatening adverse drug experience, hospitalization, disruption of the ability to conduct normal life functions, congenital anomaly/birth defect or important medical events that jeopardize the patient or subject and may require medical or surgical intervention to prevent one of the previous outcomes mentioned.|Date treatment consent signed to date off study, approximately 3 months and 27 days for Level 1, 3 months and 18 days for Level 2, 5 months and 23 days for Level 3, and 1 month and 29 days for Level 4.|3/13 participants enrolled on Level 2 (n=1) and Level 3 (n=2) were not treated,|||Participants|||Count of Participants
33151370|NCT03958656|Other Pre-specified|Number of Participants With a Response|Response was assessed by the International Uniform Response Criteria for Multiple myeloma 2016 updated version. Complete Remission (CR) is negative immunofixation on the serum and urine, and disappearance of any soft tissue plasmacytomas. Very Good Partial Remission (VGPR) is serum and urine M-protein detectable by immunofixation but not on electrophoresis, or 90% or greater reduction in serum M-protein plus urine M-protein level <100mg per 24 h. Partial Remission (PR) is 50% or greater reduction of serum M-protein and 90% or greater reduction in 24-h urinary M-protein (or to less than 200mg per 24 h). Progressive Disease (PD) is serum M-component (minimum absolute increase of 0.5g/dL), or urine M-component (minimum absolute increase of 200mg/24h). Stable Disease (SD) is not meeting criteria for CR, VGPR, PR or progressive disease.|At two and five weeks for stable disease and partial remission, respectively, and up to 5 months and 23 days for progressive disease|3/13 participants enrolled on Level 2 (n=1) and Level 3 (n=2) were not treated. No weeks are necessary for PD.|||Participants|||Count of Participants
33070109|NCT01218867|Primary|Number of Participants With a Response to Therapy|Response was assessed by the Response Evaluation Criteria in Solid Tumors (RECIST). Complete response (CR) is disappearance of all target lesions. Partial response (PR) is at least a 30% decrease in the sum of the longest diameter (LD) of target lesions taking as reference the baseline sum LD. Progressive disease (PD) is at least a 20% increase in the sum of LD of target lesions taking as reference the smallest sum LD recorded since the treatment starts or the appearance of one or more new lesions. Stable disease (SD) is neither sufficient shrinkage to qualify for PR nor sufficient increase to qualify for PD taking as references the smallest sum LD.|5 years||||Participants|||Count of Participants
33070110|NCT01218867|Secondary|Number of Participants With Serious and Non-Serious Adverse Events|Here is the count of participants with serious and non-serious adverse events assessed by the Common Terminology Criteria for Adverse Events (CTCAE v3.0). A non-serious adverse event is any untoward medical occurrence. A serious adverse event is an adverse event or suspected adverse reaction that results in death, a life-threatening adverse drug experience, hospitalization, disruption of the ability to conduct normal life functions, congenital anomaly/birth defect or important medical events that jeopardize the patient or subject and may require medical or surgical intervention to prevent one of the previous outcomes mentioned.|Date treatment consent signed to date off study, approximately, 33 months and 25 days||||Participants|||Count of Participants
33070111|NCT01218867|Secondary|In Vivo Survival of Chimeric T Cell Receptor (CAR) Gene-engineered Cells|Immunological monitoring using both tetramer analysis and staining for the T cell receptor (TCR) will be used to augment polymerase chain reaction (PCR)-based analysis. This will provide data to estimate the in vivo survival of lymphocytes derived from the infused cells.|6 years|This outcome measure was not done due to the lack of a minimum number (e.g. 4) of required durable responses in the participants. A durable response is defined as a complete response, partial response, or stable disease in at least 4 participants.||||||
32876220|NCT01460901|Primary|Number of Participants With Immediate and Short Term Toxicity of Infusion Over 8 Weeks|"Immediate: Patients were monitored following infusion to assess for toxicity related to infusion. Potential toxicities related to cellular therapy infusions, such as allergic reaction to the cellular product or cryopreservation media, hemolytic reactions, volume overload, and hemodynamic instability, were monitored.~Short Term: Patients were monitored for 8 weeks for short term toxicity related to infusion. Such adverse reactions monitored were acute graft versus host disease and cytokine release syndrome."|Post infusion week 8||||Participants|||Count of Participants
32876221|NCT01460901|Primary|Peak Transgene Copy Number Per 1000ng PBMC DNA|Peak Transgene Copy Number per 1000ng PBMC DNA from peripheral blood samples measured during study participation.|1 year|Evaluable patients|||Transgene Copy per 1000ng PBMC DNA|||Number
32876222|NCT01460901|Primary|Death Within 8 Weeks of Infusion||8 weeks||||participants|||Number
32876223|NCT01460901|Secondary|Peak Viral Specific SFU/2x10e5 Mononuclear Cells Per Well|"The following analyses were performed on peripheral blood samples from patients at protocol assigned time points (pre-infusion, post-infusion at 4 hrs, weeks 1,2,4,6 and 8, month 3, 6 and 12:~ELISPOT assay for CMV, Adenovirus and EBV specific CTL reported as SFU (spot forming unit) per 2x10e5 mononuclear cells"|up to 1 year||||SFU/2x10e5 Mononuclear Cells|||Number
32876224|NCT01460901|Secondary|Maximum Tumor Response (RECIST 1.1)|Pre and post-therapy evaluation by modalities consistent with prior disease evaluation in each patient. When possible, tumors were assessed per Response Evaluation Criteria In Solid Tumors (RECIST v1.0): Complete Response (CR), disappearance of all target lesions; Partial Response (PR), >/=30% decrease in the sum of the longest diameter of target lesions; Progressive Disease (PD) at least a 20% increase in the sum of diameters of target lesions; Stable Disease (SD) neither sufficient shrinkage to qualify for PR nor sufficient increase to qualify for PD. Bone marrow aspirations and biopsies were evaluated by histopathology and appropriate immunohistochemistry; Modified Curie score was used for MIBG evaluation.|1 year||||Response|||Number
33266181|NCT02601313|Primary|Percentage of Participants With Objective Response (OR) Per the Lugano Classification According to Independent Radiology Review Committee (IRRC) in Cohort 1|OR: complete metabolic response(CMR),complete radiological response(CRR),partial MR response(PMR),partial RR(PRR).CMR:score 1(no uptake above background)/2(uptake ≤ mediastinum)/3(uptake > mediastinum but ≤ liver)with/without a residual mass on positron emission tomography 5-point scale;no new lesions.CRR:target nodes/nodal masses regressed to ≤ 1.5 cm in longest transverse diameter of lesion(LDi);no extralymphatic sites of disease;absent non-measured lesion(NMLs);organ enlargement regress to normal;no new sites;bone marrow normal by morphology. PMR:score 4(uptake moderately > liver)/5(uptake markedly > liver, new lesions)with reduced uptake compared with baseline and residual mass;no new lesions;responding disease at interim/residual disease at end of treatment (EOT).PRR: ≥ 50% decrease in sum of the product of the diameters(SPD)of up to 6 target measurable nodes and extra-nodal sites;absent/normal, regressed, but no increase of NMLs;spleen regressed by > 50% in length beyond normal.|Up to 2 years|The Inferential Analysis Set included the first 60 treated brexucabtagene autoleucel participants in Cohort 1.|||percentage of participants|||Number
33266182|NCT02601313|Primary|Percentage of Participants With Objective Response (OR) Per the Lugano Classification According to Independent Radiology Review Committee (IRRC) in Cohort 2|OR: CMR, CRR, PMR, PRR. CMR: score 1(no uptake above background) / 2(uptake ≤ mediastinum) / 3(uptake > mediastinum but ≤ liver) with/without a residual mass on positron emission tomography 5-point scale; no new lesions. CRR: target nodes/nodal masses regressed to ≤ 1.5 cm in LDi; no extralymphatic sites of disease;absent non-measured lesion NMLs; organ enlargement regress to normal; no new sites; bone marrow normal by morphology. PMR: score 4(uptake moderately > liver) /5 (uptake markedly > liver, new lesions) with reduced uptake compared with baseline and residual mass; no new lesions; responding disease at interim/residual disease at EOT. PRR: ≥ 50% decrease in SPD of up to 6 target measurable nodes and extra-nodal sites; absent/normal, regressed, but no increase of NMLs; spleen regressed by > 50% in length beyond normal.|Up to 2 years|The Modified intent to Treat (mITT) analysis set included all enrolled participants treated with any dose of anti-CD19 CAR T cells.|||percentage of participants|||Number
33266183|NCT02601313|Secondary|Duration of Response (DOR) in Cohort 1|DOR: time from the first OR to progressive disease (PD)/death. It is determined using Kaplan-Meier (KM) estimates. PD: score 4 (uptake moderately > liver)/ 5 (uptake markedly >liver and/or new lesions) with an increase in intensity of uptake from baseline; new fluorodeoxyglucose (FDG)-avid foci consistent with lymphoma at interim/EOT assessment; new FDG-avid foci consistent with lymphoma rather than another etiology; new/recurrent FDG-avid foci in bone marrow; an individual node/lesion must be abnormal with: LDi > 1.5 cm, increase by ≥ 50% from cross-product of LDi and perpendicular diameter (PPD) nadir, increase in LDi or shortest axis perpendicular to the LDi from nadir, the splenic length must increase by > 50% of the extent of its prior increase beyond baseline. If no prior splenomegaly, the increase must be ≥ 2 cm from baseline; new/recurrent splenomegaly; new or clear progression of pre-existing NMLs; new lesion; new/recurrent bone marrow involvement.|Up to 15 years|||||||
33266184|NCT02601313|Secondary|Duration of Response (DOR) in Cohort 2|DOR: time from the first OR to PD/death. It is determined using KM estimates. PD: score 4 (uptake moderately > liver)/5 (uptake markedly >liver and/or new lesions) with an increase in intensity of uptake from baseline; new FDG-avid foci consistent with lymphoma at interim/EOT assessment; new FDG-avid foci consistent with lymphoma rather than another etiology; new/recurrent FDG-avid foci in bone marrow; an individual node/lesion must be abnormal with: LDi > 1.5 cm, increase by ≥ 50% from cross-product of LDi and PPD nadir, increase in LDi or shortest axis perpendicular to the LDi from nadir, the splenic length must increase by > 50% of the extent of its prior increase beyond baseline. If no prior splenomegaly, the increase must be ≥ 2 cm from baseline; new/recurrent splenomegaly; new or clear progression of pre-existing NMLs; new lesion; new/recurrent bone marrow involvement.|Up to 15 years|||||||
33266185|NCT02601313|Secondary|Percentage of Participants With Best Objective Response (BOR) as Per Investigator Assessment Determined by International Working Group (IWG) 2007 Criteria in Cohort 1|BOR consists of (Complete response [CR], Partial response [PR], stable disease [SD], progressive disease [PD] and unknown). CR: disappearance of all detectable clinical evidence; PR: 50% decrease in the sum of the product of diameters (SPD) of up to 6 largest dominant nodal masses and >= 50% decrease in SPD of spleen/liver nodules; PD: appearance of any new lesions or >= 50% increase in SPD of more than one node or >= 50% increase in longest diameter of a previously identified node or >50% increase from nadir in the SPD of any previous lesions; SD: failure to attain CR/PR or PD.|Up to 15 years|||||||
33266186|NCT02601313|Secondary|Percentage of Participants With Best Objective Response (BOR) as Per Investigator Assessment Determined by Lugano Classification in Cohort 2|BOR consists of CR (CMR/CRR), PR (PMR/PRR), SD, PD and not done. CMR/CRR and PMR/PRR are defined in Outcome Measure (OM) 1. PD is defined in OM 3. SD/no metabolic response (NMR): a score 4 (uptake moderately greater than [>] liver) or 5 (uptake markedly >liver and/ or new lesions) with no significant change in FDG uptake compared to baseline (screening), at an interim time point or end of treatment; no new sites of disease should be observed.Not done: no assessment at the time of analysis.|Up to 15 years|||||||
33266187|NCT02601313|Secondary|Percentage of Participants With Objective Response (OR) as Per Investigator Assessment Determined by International Working Group (IWG) 2007 Criteria in Cohort 1|OR: CR or PR. CR: disappearance of all detectable clinical evidence; typically FDG-avid lymphoma (a post-treatment residual mass of any size is permitted if it is PET negative); variably FDG-avid lymphomas/FDG avidity unknown (all lymph nodes and nodal masses must have regressed to normal size); spleen and/or liver should be normal size and not be palpable; bone marrow aspirate and biopsy must show no evidence of disease. PR: 50% decrease in the SPD of up to 6 largest dominant nodal masses and ≥ 50% decrease in SPD of spleen/liver nodules; no increase in size of nodes, liver, or spleen and no new sites of disease; splenic and hepatic nodules must regress by ≥ 50% in the SPD; if participant has persistent bone marrow involvement and otherwise meets criteria for CR, will then be considered a PR; typically FDG-avid lymphoma (the post-treatment PET scan should be positive in at least 1 previously involved site.|Up to 15 years|||||||
33266188|NCT02601313|Secondary|Percentage of Participants With Objective Response (OR) as Per Investigator Assessment Determined by Lugano Classification in Cohort 2|OR: CMR, CRR, PMR, PRR. CMR: score 1(no uptake above background) / 2(uptake ≤ mediastinum) / 3(uptake > mediastinum but ≤ liver) with/without a residual mass on positron emission tomography 5-point scale; no new lesions. CRR: target nodes/nodal masses regressed to ≤ 1.5 cm in LDi ;no extralymphatic sites of disease;absent NMLs; organ enlargement regress to normal; no new sites;bone marrow normal by morphology. PMR: score 4 (uptake moderately > liver) /5 (uptake markedly > liver, new lesions) with reduced uptake compared with baseline and residual mass; no new lesions; responding disease at interim/residual disease at EOT. PRR: ≥ 50% decrease in SPD of up to 6 target measurable nodes and extra-nodal sites;absent/normal, regressed, but no increase of NMLs; spleen regressed by > 50% in length beyond normal.|Up to 15 years|||||||
33266189|NCT02601313|Secondary|Progression Free Survival (PFS) in Cohort 1|PFS was defined as the time from the brexucabtagene autoleucel infusion date to the date of PD or death from any cause. PD: a score 4 (uptake moderately > liver) or 5 (uptake markedly >liver and/or new lesions) with an increase in intensity of uptake from baseline; new FDG-avid foci consistent with lymphoma at interim or end of treatment assessment; new FDG-avid foci consistent with lymphoma rather than another etiology (eg, infection, inflammation); new or recurrent FDG-avid foci in bone marrow. PFS was determined using the KM estimates.|Up to 15 years|||||||
33266190|NCT02601313|Secondary|Progression Free Survival (PFS) in Cohort 2|PFS was defined as the time from the brexucabtagene autoleucel infusion date to the date of PD or death from any cause. PD: a score 4 (uptake moderately > liver) or 5 (uptake markedly >liver and/or new lesions) with an increase in intensity of uptake from baseline; new FDG-avid foci consistent with lymphoma at interim or end of treatment assessment; new FDG-avid foci consistent with lymphoma rather than another etiology (eg, infection, inflammation); new or recurrent FDG-avid foci in bone marrow. PFS was determined using the KM estimates.|Up to 15 years|||||||
33266191|NCT02601313|Secondary|Overall Survival in Cohort 1|Overall survival was defined as the time from brexucabtagene autoleucel infusion to the date of death from any cause. Overall survival was determined using the KM estimates.|Up to 15 years|||||||
33266192|NCT02601313|Secondary|Overall Survival in Cohort 2|Overall survival was defined as the time from brexucabtagene autoleucel infusion to the date of death from any cause. Overall survival was determined using the KM estimates.|Up to 15 years|||||||
33266193|NCT02601313|Secondary|Percentage of Participants Experiencing Treatment-Emergent Adverse Events||Up to 15 years|||||||
33266194|NCT02601313|Secondary|Percentage of Participants With Decrease in Post-brexucabtagene Autoleucel Infusion Hematology Toxicity Values by Worst Toxicity Grade||Up to 15 years|||||||
33266195|NCT02601313|Secondary|Percentage of Participants With Increase in Post-brexucabtagene Autoleucel Infusion Hematology Toxicity Values by Worst Toxicity Grade||Up to 15 years|||||||
33266196|NCT02601313|Secondary|Percentage of Participants With Decrease in Post-brexucabtagene Autoleucel Infusion Chemistry Toxicity Values by Worst Toxicity Grade||Up to 15 years|||||||
33266197|NCT02601313|Secondary|Percentage of Participants With Increase in Post-brexucabtagene Autoleucel Infusion Chemistry Toxicity Values by Worst Toxicity Grade||Up to 15 years|||||||
33266198|NCT02601313|Secondary|Percentage of Participants With Anti-CD19 CAR Antibodies||Up to 15 years|||||||
33266199|NCT02601313|Secondary|Peak Anti-CD19 CAR T-Cell (Brexucabtagene Autoleucel) Level (Maximum Observed Plasma Concentration) in Blood||Up to 15 years|||||||
33266200|NCT02601313|Secondary|Peak Serum Levels of C-Reactive Protein (CRP) in Blood||Up to 15 years|||||||
33266201|NCT02601313|Secondary|Peak Serum Levels of C-X-C Motif Chemokine 10 (CXCL10), Granzyme B, Interferon-Gamma (IFN-γ), Interleukin-1 Receptor Antagonist (IL-1RA), Interleukin (IL)-2, IL-6, IL-7, IL-8,IL-10, IL-15, and Tumor Necrosis Factor-Alpha (TNF-α) in Blood||Up to 15 years|||||||
33266202|NCT02601313|Secondary|Peak Serum Levels of Ferritin, Interleukin-2 Receptor Alpha (IL-2Rα), Intercellular Adhesion Molecule-1 (ICAM-1), Perforin, Vascular Cell Adhesion Molecule-1 (VCAM-1) in Blood||Up to 15 years|||||||
33266203|NCT02601313|Secondary|Change Over Time in European Quality of Life-5 Dimensions(EQ-5D) Mobility Scale Score|"The European Quality of Life-5 Dimensions Health Questionnaire (EQ-5D) is a participant-answered questionnaire scoring 5 dimensions of health: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. For each dimension the participant is asked for a three-level assessment of their health on the current day: no problems (1), some problems (2), extreme problems (3). EQ-5D health states, defined by the EQ-5D descriptive system, are converted into a single summary index by applying a formula that attaches values (also called QOL weights or QOL utilities) to each of the levels in each dimension. EQ-5D Summary Index values range from -0.11 (worst health state) to 1.00 (perfect health state). Positive numbers indicate improvement from baseline. The percentage of participants with each level of problem are reported."|Baseline, Week 4, Month 3, and Month 6|Participants in the Safety Analysis Set with available data were analyzed.|||percentage of participants|||Number
33266204|NCT02601313|Secondary|Change Over Time in European Quality of Life-5 Dimensions(EQ-5D) Self-Care Scale Score|"The European Quality of Life-5 Dimensions Health Questionnaire (EQ-5D) is a participant-answered questionnaire scoring 5 dimensions of health: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. For each dimension the participant is asked for a three-level assessment of their health on the current day: no problems (1), some problems (2), extreme problems (3). EQ-5D health states, defined by the EQ-5D descriptive system, are converted into a single summary index by applying a formula that attaches values (also called QOL weights or QOL utilities) to each of the levels in each dimension. EQ-5D Summary Index values range from -0.11 (worst health state) to 1.00 (perfect health state). Positive numbers indicate improvement from baseline. The percentage of participants with each level of problem are reported."|Baseline, Week 4, Month 3, and Month 6|Participants in the Safety Analysis Set with available data were analyzed.|||percentage of participants|||Number
33266205|NCT02601313|Secondary|Change Over Time in European Quality of Life-5 Dimensions(EQ-5D) Usual Activity Scale Score|"The European Quality of Life-5 Dimensions Health Questionnaire (EQ-5D) is a participant-answered questionnaire scoring 5 dimensions of health: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. For each dimension the participant is asked for a three-level assessment of their health on the current day: no problems (1), some problems (2), extreme problems (3). EQ-5D health states, defined by the EQ-5D descriptive system, are converted into a single summary index by applying a formula that attaches values (also called QOL weights or QOL utilities) to each of the levels in each dimension. EQ-5D Summary Index values range from -0.11 (worst health state) to 1.00 (perfect health state). Positive numbers indicate improvement from baseline. The percentage of participants with each level of problem are reported."|Baseline, Week 4, Month 3, and Month 6|Participants in the Safety Analysis Set with available data were analyzed.|||percentage of participants|||Number
33266206|NCT02601313|Secondary|Change Over Time in European Quality of Life-5 Dimensions(EQ-5D) Pain / Discomfort Activity Scale Score|"The European Quality of Life-5 Dimensions Health Questionnaire (EQ-5D) is a participant-answered questionnaire scoring 5 dimensions of health: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. For each dimension the participant is asked for a three-level assessment of their health on the current day: no problems (1), some problems (2), extreme problems (3). EQ-5D health states, defined by the EQ-5D descriptive system, are converted into a single summary index by applying a formula that attaches values (also called QOL weights or QOL utilities) to each of the levels in each dimension. EQ-5D Summary Index values range from -0.11 (worst health state) to 1.00 (perfect health state). Positive numbers indicate improvement from baseline. The percentage of participants with each level of problem are reported."|Baseline, Week 4, Month 3, and Month 6|Participants in the Safety Analysis Set with available data were analyzed.|||percentage of participants|||Number
33266207|NCT02601313|Secondary|Change Over Time in European Quality of Life-5 Dimensions(EQ-5D) Anxiety / Depression Activity Scale Score|"The European Quality of Life-5 Dimensions Health Questionnaire (EQ-5D) is a participant-answered questionnaire scoring 5 dimensions of health: mobility, self-care, usual activities, pain/discomfort and anxiety/depression. For each dimension the participant is asked for a three-level assessment of their health on the current day: no problems (1), some problems (2), extreme problems (3). EQ-5D health states, defined by the EQ-5D descriptive system, are converted into a single summary index by applying a formula that attaches values (also called QOL weights or QOL utilities) to each of the levels in each dimension. EQ-5D Summary Index values range from -0.11 (worst health state) to 1.00 (perfect health state). Positive numbers indicate improvement from baseline. The Percentage of participants with each level of problem are reported."|Baseline, Week 4, Month 3, and Month 6|Participants in the Safety Analysis Set with available data were analyzed.|||percentage of participants|||Number
33266208|NCT02601313|Secondary|Change Over Time in EQ-5D Visual Analogue Scale (VAS) Score|EQ-5D is a standardized participant completed questionnaire that measures health-related quality of life and translates that score into an index value or utility score. EQ-5D-consists of two components: a health state profile and an optional visual analogue scale (VAS). The EQ5D-VAS records the participant's self-rated health on a vertical visual analogue scale, where the endpoints are labelled 'The best health you can imagine' and 'The worst health you can imagine'. EQ-5D-VAS: range 0 to 100. A higher score indicates better self-reported health status. A positive change indicates an improvement.|Baseline, Week 4, Month 3, and Month 6|Participants in the Safety Analysis Set with available data were analyzed.|||scores on the scale||Standard Deviation|Mean
33268585|NCT02706392|Primary|Number of Participants That Experienced Adverse Events|Will be graded according to Common Terminology Criteria for Adverse Events. Outcome will be reported as a count of participants that experienced adverse events in each arm.|Within 35 days of receptor tyrosine kinase-like orphan receptor 1 positive chimeric antigen receptor-T cell infusion||||Participants|||Count of Participants
33268586|NCT02706392|Secondary|Number of Participants With Persistence of Adoptively Transferred Receptor Tyrosine Kinase-like Orphan Receptor 1 Positive Chimeric Antigen Receptor-T Cells|Data should be collected for persistence of transferred T cells and descriptive statistics will be used to summarize the changes from baseline where possible. This outcome is reported as a count of participants who experienced persistence at Day 28.|Up to 28 days after the T cell infusion|Number analyzed is the number of participants that were evaluated for persistence in each arm. 2 patients were excluded because they went off study before their 1 month post treatment evaluation and were not assessed for persistence. 1 of these patients was in cohort A DL2. The other was in Cohort B DL4.|||Participants|||Count of Participants
33268587|NCT02706392|Secondary|Number of Participants Biopsied With Detectable CD3 T-cells|Samples of bone marrow, blood and other tissues (e.g. cerebral spinal fluid, tumor, thoracentesis fluid) will be collected from patients as clinically indicated. CD3 T-cells and their frequency/persistence will be detected by flow cytometry, polymerase chain reaction, and immunohistochemistry as appropriate. This outcome is reported as a count of participants who had detectable CD3 T-cells in their biopsy sample. The patients in Cohort A had a biopsy of their bone marrow. For the patients in Cohort B, biopsy location was dependent on site of disease per patient.|Up to 48 days post infusion|Participants were analyzed if there was a biopsy done within 48 days post infusion. Biopsies were performed on 10 participants total, 2 participants in Cohort A and 8 participants in Cohort B.|||Participants|||Count of Participants
33268588|NCT02706392|Secondary|Objective Response Rate of Complete Remission and Partial Remission|Outcome will be reported as a count of participants in each arm that experienced complete remission and/or partial remission. For Patients with Acute lymphoblast leukemia (ALL), remission status will be determined by restaging of bone marrow and other involved sites by morphology, flow cytometry and molecular studies, as appropriate. For Patients with NSCLC and TNBC, tumor response and progression will be evaluated in this study using the international criteria proposed by RECIST Criteria. Target lesion responses will be described as (1) Complete response (CR): disappearance of all target lesions; (2) Partial Response (PR), >=30% decrease in the sum of the longest diameter of target lesions; and, (4) Stable Disease: neither sufficient shrinkage to qualify for PR nor sufficient growth to qualify for PD.|Up to 1 year|"In arm 1, one patient was not assessed for a response and therefore is not included in the number of participants analyzed count."|||Participants|||Count of Participants
33268589|NCT02706392|Secondary|Progression Free Survival|Outcome will be reported as a count of participants in each arm that survived up to 1 year post-infusion (per patient) and did not progress. For patients with Acute lymphoblast leukemia (ALL), remission status will be determined by restaging of bone marrow and other involved sites by morphology, flow cytometry and molecular studies, as appropriate. For Patients with NSCLC and TNBC, tumor response and progression will be evaluated in this study using the international criteria proposed by RECIST Criteria. Target lesion responses will be described as (1) Complete response (CR): disappearance of all target lesions; (2) Partial Response (PR), >=30% decrease in the sum of the longest diameter of target lesions; and, (4) Stable Disease: neither sufficient shrinkage to qualify for PR nor sufficient growth to qualify for PD.|Up to 1 year|"Only participants that survived up to 1 year post-infusion (per patient) could be analyzed for this outcome. In arm 1, one patient survived up to 1 year but they were not assessed for a response, therefore are not included in the number of participants analyzed count."|||Participants|||Count of Participants
33268590|NCT02706392|Secondary|Overall Survival|Data should be collected for efficacy of transferred T cells and descriptive statistics will be used to summarize the changes from baseline where possible. Outcome will be reported as a count of participants that survived up until the 1 year post-infusion (per patient) timepoint.|Up to 1 year||||Participants|||Count of Participants
33268963|NCT02535364|Primary|Percentage of Participants With Complete Remission (CR) or Complete Remission With Incomplete Hematopoietic Recovery (CRi), as Determined by an Independent Review Committee (IRC)|Overall remission rate (ORR) is defined as the percentage of participants with CR or CRi based on IRC assessment. For CR, all of the following must be met: (1) in bone marrow, trilineage hematopoiesis and < 5% blasts; (2) in peripheral blood, neutrophils > 1,000/µL, platelets > 100,000/µL, and circulating blasts < 1%; (3) no clinical evidence of extramedullary disease by physical examination and no symptoms suggestive of CNS involvement (if additional assessments such as CSF assessment by lumbar puncture or Ommaya reservoir tap, CNS imaging, or biopsy are performed, results must show no evidence of disease); (4) no platelet and/or neutrophil transfusions ≤ 7 days before the date of peripheral blood sampling, and (5) no clinical evidence of recurrence for 4 weeks. For CRi, all criteria for CR are met except that one or more of the following exists in the peripheral blood: neutrophils ≤ 1,000/µL, platelets ≤ 100,000/µL, or platelet transfusions ≤ 7 days before blood sampling.|Day 1 (first JCAR015 infusion) up to 12 months after the last JCAR015 infusion|The analysis population includes participants with morphological disease at the time of the first JCAR015 infusion who received lymphodepleting chemotherapy with cyclophosphamide alone and at least one JCAR015 infusion, and who were evaluable for response (excludes 2 subjects with Grade 5 brain edema who died within 8 days after JCAR015 infusion).|||percentage of participants||95% Confidence Interval|Number
