nct_id|nlm_download_date_description|study_first_submitted_date|results_first_submitted_date|disposition_first_submitted_date|last_update_submitted_date|study_first_submitted_qc_date|study_first_posted_date|study_first_posted_date_type|results_first_submitted_qc_date|results_first_posted_date|results_first_posted_date_type|disposition_first_submitted_qc_date|disposition_first_posted_date|disposition_first_posted_date_type|last_update_submitted_qc_date|last_update_posted_date|last_update_posted_date_type|start_month_year|start_date_type|start_date|verification_month_year|verification_date|completion_month_year|completion_date_type|completion_date|primary_completion_month_year|primary_completion_date_type|primary_completion_date|target_duration|study_type|acronym|baseline_population|brief_title|official_title|overall_status|last_known_status|phase|enrollment|enrollment_type|source|limitations_and_caveats|number_of_arms|number_of_groups|why_stopped|has_expanded_access|expanded_access_type_individual|expanded_access_type_intermediate|expanded_access_type_treatment|has_dmc|is_fda_regulated_drug|is_fda_regulated_device|is_unapproved_device|is_ppsd|is_us_export|biospec_retention|biospec_description|ipd_time_frame|ipd_access_criteria|ipd_url|plan_to_share_ipd|plan_to_share_ipd_description|created_at|updated_at|source_class|delayed_posting|expanded_access_nctid|expanded_access_status_for_nctid|fdaaa801_violation|baseline_type_units_analyzed
NCT05464719||2022-07-11|||2023-08-29|2022-07-14|2022-07-19|Actual|||||||2023-08-29|2023-08-31|Estimate|September 23, 2022|Actual|2022-09-23|August 2023|2023-08-31|January 30, 2026|Anticipated|2026-01-30|January 30, 2026|Anticipated|2026-01-30||Interventional|||A Phase II Study of Loncastuximab Tesirine as Consolidation Strategy in Patients With LBCL in PR After CAR T-cell Therapy|A Phase II Study of Loncastuximab Tesirine as Consolidation Strategy in Patients With LBCL in PR After CAR T-cell Therapy|Recruiting||Phase 2|30|Anticipated|M.D. Anderson Cancer Center||1|||||||t|t|f|||||||||||2023-09-01 04:18:46.993|2023-09-01 04:18:46.993|OTHER|||||
NCT04257578||2020-01-28|||2023-04-18|2020-02-03|2020-02-06|Actual|||||||2023-04-18|2023-04-20|Actual|December 2, 2020|Actual|2020-12-02|April 2023|2023-04-30|March 1, 2029|Anticipated|2029-03-01|March 1, 2024|Anticipated|2024-03-01||Interventional|||Acalabrutinib and Anti-CD19 CAR T-cell Therapy for the Treatment of B-cell Lymphoma|Acalabrutinib in Combination With Anti-CD19 Chimeric Antigen Receptor T-Cells (CART) in B-Cell Lymphoma|Recruiting||Phase 1/Phase 2|50|Anticipated|University of Washington||1|||f||||t|t|f|||||||||No||2023-09-01 03:42:37.888374|2023-09-01 03:42:37.888374|OTHER|||||
NCT03721068||2018-10-24|||2023-06-16|2018-10-24|2018-10-26|Actual|||||||2023-06-16|2023-06-18|Actual|February 19, 2019|Actual|2019-02-19|June 2023|2023-06-30|June 19, 2039|Anticipated|2039-06-19|June 19, 2024|Anticipated|2024-06-19||Interventional|||Study of CAR T-Cells Targeting the GD2 With IL-15+iCaspase9 for Relapsed/Refractory Neuroblastoma or Relapsed/Refractory Osteosarcoma|A Phase I Study of Autologous Activated T-Cells Expressing a 2nd Generation GD2 Chimeric Antigen Receptor, IL-15, and iCaspase9 Safety Switch Administered To Patients With Relapsed/Refractory Neuroblastoma or Relapsed/Refractory Osteosarcoma|Recruiting||Phase 1|18|Anticipated|UNC Lineberger Comprehensive Cancer Center||1|||||||t|t|f|||||||||||2023-08-31 13:22:15.631414|2023-08-31 13:22:15.631414|OTHER|||||
NCT04892277||2021-05-12|||2023-05-18|2021-05-17|2021-05-19|Actual|||||||2023-05-18|2023-05-19|Actual|July 14, 2022|Actual|2022-07-14|May 2023|2023-05-31|December 15, 2025|Anticipated|2025-12-15|December 15, 2024|Anticipated|2024-12-15||Interventional|||CD19-Directed CAR-T Cell Therapy for the Treatment of Relapsed/Refractory B Cell Malignancies|Phase I Dose Escalation Trial of CD19 Directed Chimeric Antigen Receptor T Cell Therapy in the Treatment of Relapsed/Refractory B Cell Malignancies|Recruiting||Phase 1|25|Anticipated|Mayo Clinic||1|||f||||t|t|f|||||||||||2023-09-04 23:37:59.851085|2023-09-04 23:37:59.851085|OTHER|||||
NCT03672318||2018-09-13|||2023-08-14|2018-09-13|2018-09-14|Actual|||||||2023-08-14|2023-08-15|Actual|January 14, 2019|Actual|2019-01-14|August 2023|2023-08-31|June 2028|Anticipated|2028-06-30|July 2024|Anticipated|2024-07-31||Interventional|||Study of ATLCAR.CD138 Cells for Relapsed/Refractory Multiple Myeloma|Phase I Study of Autologous CAR T-Cells Targeting the CD138 Antigen for Relapsed or Refractory Multiple Myeloma|Recruiting||Phase 1|33|Anticipated|UNC Lineberger Comprehensive Cancer Center||1|||f||||t|t|f|||||||||||2023-08-31 13:22:23.782528|2023-08-31 13:22:23.782528|OTHER|||||
NCT05528887||2022-09-01|||2022-09-01|2022-09-01|2022-09-06|Actual|||||||2022-09-01|2022-09-06|Actual|September 16, 2021|Actual|2021-09-16|September 2022|2022-09-30|June 2026|Anticipated|2026-06-30|June 2024|Anticipated|2024-06-30||Interventional|||Study of CAR-T Cell Therapy in the Treatment of Relapsed/Refractory Hematological Malignancies|Safety and Efficacy Study of Chimeric Antigen Receptor T (CAR-T) Cells in the Treatment of Relapsed/Refractory Hematological Malignancies|Recruiting||Phase 1|10|Anticipated|The Affiliated People's Hospital of Ningbo University||1|||f||||f|f|f|||||||||||2023-09-04 23:41:10.864307|2023-09-04 23:41:10.864307|OTHER_GOV|||||
NCT05523661||2021-11-14|||2022-08-29|2022-08-29|2022-08-31|Actual|||||||2022-08-29|2022-08-31|Actual|March 1, 2021|Actual|2021-03-01|August 2022|2022-08-31|September 1, 2024|Anticipated|2024-09-01|March 1, 2024|Anticipated|2024-03-01||Interventional|||Dasatinib Plus Anti-CD19/CD22 Bispecific CAR-T Cell Therapy for Elderly Ph-positive ALL Patients|The Safety and Clinical Efficacy of Dasatinib Plus Human CD19/CD22 Bispecific CAR-T Cell Therapy for Elderly Subjects With Ph-positive Acute Lymphoblastic Leukemia|Recruiting||Phase 1|15|Anticipated|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine||1|||f|||||f|f|||||||||No||2023-09-04 23:42:32.903106|2023-09-04 23:42:32.903106|OTHER|||||
NCT05478343||2022-07-26|||2022-07-26|2022-07-26|2022-07-28|Actual|||||||2022-07-26|2022-07-28|Actual|May 6, 2021|Actual|2021-05-06|July 2022|2022-07-31|August 1, 2023|Anticipated|2023-08-01|May 1, 2023|Anticipated|2023-05-01||Interventional|||Clinical Trial to Evaluate the Safety and Efficacy of IM21 CAR-T Cells in Patients With Relapsed and Refractory (R/R) Multiple Myeloma|Clinical Trial to Evaluate the Safety and Efficacy of IM21 CAR-T Cells in Patients With Relapsed and Refractory (R/R) Multiple Myeloma|Recruiting||Early Phase 1|10|Anticipated|Beijing Immunochina Medical Science & Technology Co., Ltd.||1|||f|||||f|f|||||||||||2023-09-04 23:50:06.607598|2023-09-04 23:50:06.607598|INDUSTRY|||||
NCT05480501||2022-07-27|||2022-07-27|2022-07-27|2022-07-29|Actual|||||||2022-07-27|2022-07-29|Actual|July 11, 2022|Actual|2022-07-11|July 2022|2022-07-31|October 1, 2024|Anticipated|2024-10-01|August 1, 2024|Anticipated|2024-08-01||Interventional|||Clinical Trial to Evaluate the Safety and Efficacy of IM19 CAR-T Cells in Patients With Relapsed and Refractory (R/R) B-cell Acute Lymphoblastic Leukemia|Clinical Trial to Evaluate the Safety and Efficacy of IM19 CAR-T Cells in Patients With Relapsed and Refractory (R/R) B-cell Acute Lymphoblastic Leukemia|Recruiting||Early Phase 1|9|Anticipated|Beijing Immunochina Medical Science & Technology Co., Ltd.||1|||f|||||f|f|||||||||||2023-09-04 23:55:34.70021|2023-09-04 23:55:34.70021|INDUSTRY|||||
NCT05472857||2022-07-20|||2022-09-22|2022-07-21|2022-07-25|Actual|||||||2022-09-22|2022-09-26|Actual|August 8, 2022|Actual|2022-08-08|September 2022|2022-09-30|December 2024|Anticipated|2024-12-31|December 2024|Anticipated|2024-12-31||Interventional|||Clinical Study of CLDN18.2-targeting CAR T Cells in Advanced Solid Tumors With Positive CLDN18.2 Expression|Clinical Study of CLDN18.2-targeting Chimeric Antigen Receptor-modified Autologous T Cells in Advanced Solid Tumors With Positive CLDN18.2 Expression|Recruiting||Phase 1|30|Anticipated|Suzhou Immunofoco Biotechnology Co., Ltd||1|||f||||t|f|f|||f||||||No||2023-09-04 23:56:19.558374|2023-09-04 23:56:19.558374|INDUSTRY|||||
NCT05477927||2022-05-07|||2022-09-15|2022-07-26|2022-07-28|Actual|||||||2022-09-15|2022-09-19|Actual|October 30, 2022|Anticipated|2022-10-30|September 2022|2022-09-30|December 31, 2024|Anticipated|2024-12-31|December 31, 2024|Anticipated|2024-12-31||Interventional|||Dual-targeting VEGFR1 and PD-L1 CAR-T for Cancers Patients With Pleural or Peritoneal Metastases|A Phase Ia/Ib, Open-label, Single-arm, Dose-escalation and Expansion Study of Specific Dual-targeting VEGFR1 and PD-L1 CAR-T in Cancer Patients With Pleural or Peritoneal Metastases|Recruiting||Phase 1|58|Anticipated|Sichuan University||1|||f|||||f|f|||||||||||2023-09-04 23:57:25.247479|2023-09-04 23:57:25.247479|OTHER|||||
NCT04973527||2021-07-07|||2022-08-12|2021-07-21|2021-07-22|Actual|||||||2022-08-12|2022-08-16|Actual|July 2, 2021|Actual|2021-07-02|August 2022|2022-08-31|July 20, 2022|Actual|2022-07-20|July 11, 2022|Actual|2022-07-11||Interventional|||LCAR-T2C CAR-T Cells in Relapsed or Refractory CD4+ T Lymphocyte Tumor|A Phase I, Multicenter Study to Evaluate the Safety, Tolerability, and Efficacy of LCAR-T2C CAR-T Cells in Relapsed or Refractory CD4+ T Lymphocyte Tumor Patients|Terminated||Phase 1|9|Actual|Beijing Boren Hospital||1||Both the sponsors and collaborator are considering terminating the study|f|||||f|f|||||||||||2023-09-05 00:10:45.963748|2023-09-05 00:10:45.963748|OTHER|||||
NCT02915445||2016-09-21|||2022-10-08|2016-09-23|2016-09-27|Estimate|||||||2022-10-08|2022-10-12|Actual|July 2016||2016-07-31|October 2022|2022-10-31|July 2023|Anticipated|2023-07-31|July 2023|Anticipated|2023-07-31||Interventional|||EpCAM CAR-T for Treatment of Advanced Solid Tumors|T Cells Armed With Chimeric Antigen Receptor Recognizing EpCAM for Patients With Advanced Solid Tumors|Recruiting||Phase 1|30|Anticipated|Sichuan University||1|||f||||t|f|f|||||||||No||2023-09-04 07:35:25.92196|2023-09-04 07:35:25.92196|OTHER|||||
NCT05421663||2022-06-10|||2022-12-09|2022-06-13|2022-06-16|Actual|||||||2022-12-09|2022-12-13|Actual|August 9, 2022|Actual|2022-08-09|December 2022|2022-12-31|July 2038|Anticipated|2038-07-31|May 2025|Anticipated|2025-05-31||Interventional|||A Study of C-CAR039 in Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma|A Phase Ib Multicenter, Open-Label, Study of C-CAR039, an Autologous CD19/CD20 Bi-specific CAR-T Cell Therapy in Adult Patients With Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma|Recruiting||Phase 1|15|Anticipated|Cellular Biomedicine Group, Inc.||1|||f|||||t|f|||||||||No||2023-09-05 00:18:28.687524|2023-09-05 00:18:28.687524|INDUSTRY|||||
NCT04840875||2021-04-08|||2022-08-12|2021-04-08|2021-04-12|Actual|||||||2022-08-12|2022-08-15|Actual|April 20, 2021|Actual|2021-04-20|August 2022|2022-08-31|April 20, 2025|Anticipated|2025-04-20|April 20, 2023|Anticipated|2023-04-20||Interventional|||Phase I Clinical Trial of Autologous CD7-CAR T Cells in the Treatment of High-risk Acute T-cell Leukemia / Lymphoma|Phase I Clinical Trial of Autologous CD7-CAR T Cells in the Treatment of High-risk Acute T-cell Leukemia / Lymphoma|Recruiting||Phase 1|20|Anticipated|Beijing Boren Hospital||1|||f|||||f|f|||||||||No||2023-09-05 00:19:34.113717|2023-09-05 00:19:34.113717|OTHER|||||
NCT04703686||2021-01-04|||2023-01-09|2021-01-08|2021-01-11|Actual|||||||2023-01-09|2023-01-10|Actual|March 30, 2021|Actual|2021-03-30|January 2023|2023-01-31|March 1, 2026|Anticipated|2026-03-01|September 24, 2023|Anticipated|2023-09-24||Interventional|||Treatment by a Bispecific CD3xCD20 Antibody for Relapse/Refractory Lymphomas After CAR T-cells Therapy|A Phase II Trial Evaluating Glofitamab, a Bispecific CD3xCD20 Antibody for Relapse/Refractory Lymphomas After CAR T-cells Therapy|Recruiting||Phase 2|78|Anticipated|The Lymphoma Academic Research Organisation||1|||f||||f|f|f|||||||||No||2023-09-04 07:39:48.748557|2023-09-04 07:39:48.748557|OTHER|||||
NCT03366350||2017-12-01|||2019-05-08|2017-12-07|2017-12-08|Actual|||||||2019-05-08|2019-05-10|Actual|April 15, 2016|Actual|2016-04-15|May 2019|2019-05-31|June 1, 2021|Anticipated|2021-06-01|January 1, 2021|Anticipated|2021-01-01||Interventional|||Anti-CD19 CAR-T Therapy Bridging to HSCT for CD19+ B-Cell Malignancies|A Phase 1/2 Study Evaluating the Safety and Efficacy of Anti-CD19 Chimeric Antigen Receptor-Modified T Cell (CAR-T) Therapy Bridging to Hematological Stem Cell Transplantation (HSCT) for Relapsed/Refractory CD19+ B-Cell Malignancies|Unknown status|Recruiting|Phase 1/Phase 2|50|Anticipated|Wuhan Sian Medical Technology Co., Ltd||1|||f||||f|f|f|||||||||Undecided||2023-09-04 07:44:56.308279|2023-09-04 07:44:56.308279|INDUSTRY|||||
NCT04219319||2019-11-20|||2022-08-12|2020-01-03|2020-01-07|Actual|||||||2022-08-12|2022-08-16|Actual|December 15, 2021|Actual|2021-12-15|August 2022|2022-08-31|July 20, 2022|Actual|2022-07-20|July 20, 2022|Actual|2022-07-20||Interventional|||LCAR-T2C CAR-T Cells in Relapsed or Refractory CD4+ T-cell Lymphoma|A Phase I, Multicenter Study to Evaluate the Safety, Tolerability, and Efficacy of LCAR-T2C CAR-T Cells in Relapsed or Refractory CD4+ T Lymphocyte Tumor Patiens|Terminated||Phase 1|4|Actual|The First Affiliated Hospital with Nanjing Medical University||1||Both the sponsors and collaborator are considering terminating the study|f|||||f|f|||||||||||2023-09-05 00:38:48.126588|2023-09-05 00:38:48.126588|OTHER|||||
NCT04503980||2020-08-05|||2020-08-05|2020-08-05|2020-08-07|Actual|||||||2020-08-05|2020-08-07|Actual|March 26, 2020|Actual|2020-03-26|August 2020|2020-08-31|June 2022|Anticipated|2022-06-30|March 2021|Anticipated|2021-03-31||Interventional|||αPD1-MSLN-CAR T Cells for the Treatment of MSLN-positive Advanced Solid Tumors|An Exploratory Study of αPD1-MSLN-CAR T Cells Secreting PD-1 Nanobodies for the Treatment of MSLN-positive Advanced Solid Tumors|Unknown status|Recruiting|Early Phase 1|10|Anticipated|Shanghai Cell Therapy Group Co.,Ltd||1|||f||||f|f|f|||||||||||2023-09-04 07:51:48.689121|2023-09-04 07:51:48.689121|INDUSTRY|||||
NCT04599556||2020-10-21|||2022-09-18|2020-10-21|2020-10-22|Actual|||||||2022-09-18|2022-09-21|Actual|November 20, 2021|Actual|2021-11-20|October 2021|2021-10-31|December 2023|Anticipated|2023-12-31|December 2022|Anticipated|2022-12-31||Interventional|||Clinical Trial for the Safety and Efficacy of Anti-CD7 CAR-T Cell Therapy for Patients With Relapsed or Refractory CD7 Positive Hematological Malignancy|Clinical Trial for the Safety and Efficacy of Anti-CD7 Chimeric Antigen Receptor Cell Therapy for Patients With Relapsed or Refractory CD7 Positive Hematological Malignancy|Recruiting||Phase 1/Phase 2|108|Anticipated|Zhejiang University||3|||f|||||f|f|||||||||No||2023-09-05 00:46:38.316583|2023-09-05 00:46:38.316583|OTHER|||||
NCT02348216||2015-01-22|2021-09-06||2022-10-17|2015-01-27|2015-01-28|Estimate|2021-10-26|2021-11-23|Actual||||2022-10-17|2022-10-19|Actual|April 21, 2015|Actual|2015-04-21|October 2022|2022-10-31|July 2023|Anticipated|2023-07-31|September 10, 2020|Actual|2020-09-10||Interventional|ZUMA-1|The Safety Analysis Set included all participants treated with any dose of axicabtagene ciloleucel.|Study Evaluating the Safety and Efficacy of KTE-C19 in Adult Participants With Refractory Aggressive Non-Hodgkin Lymphoma|A Phase 1/2 Multicenter Study Evaluating the Safety and Efficacy of KTE-C19 in Adults With Refractory Aggressive Non-Hodgkin Lymphoma|Active, not recruiting||Phase 1/Phase 2|307|Actual|Gilead Sciences||1|||f||||t|t|f||||||18 months after study completion|A secured external environment with username, password, and RSA code.|http://www.gilead.com/research/disclosure-and-transparency|Yes|Qualified external researchers may request IPD for this study after study completion. For more information, please visit our website at http://www.gilead.com/research/disclosure-and transparency|2023-09-05 01:04:55.186688|2023-09-05 01:04:55.186688|INDUSTRY|||||
NCT03488160||2018-03-26|||2018-04-07|2018-04-03|2018-04-04|Actual|||||||2018-04-07|2018-04-10|Actual|April 10, 2018|Anticipated|2018-04-10|April 2018|2018-04-30|April 20, 2019|Anticipated|2019-04-20|April 10, 2019|Anticipated|2019-04-10||Interventional|||CAR-T Treatment for Relapse / Refractory Type Safety and Effectiveness of Lymphoma|CAR-T Cell Therapy for Relapsed / Refractory CD19 Positive Clinical Study on the Safety and Effectiveness of Lymphoma|Unknown status|Recruiting|Not Applicable|6|Anticipated|Sinobioway Cell Therapy Co., Ltd.||1|||f||||t|f|f|||||||||No||2023-09-04 08:02:12.041928|2023-09-04 08:02:12.041928|INDUSTRY|||||
NCT03540303||2018-05-16|||2018-05-29|2018-05-29|2018-05-30|Actual|||||||2018-05-29|2018-05-30|Actual|April 12, 2018|Actual|2018-04-12|April 2018|2018-04-30|April 30, 2020|Anticipated|2020-04-30|April 30, 2020|Anticipated|2020-04-30||Interventional|||Cytoplasmic Activated PD-1 CAR T Cells in Refractory/Relapsed B Cell Lymphoma|Phase Ⅰ Study of CAR19 T Cells Carrying Cytoplasmic Activated PD-1 in the Treatment of Refractory/Relapsed B Cell Lymphoma|Unknown status|Recruiting|Phase 1|15|Anticipated|Henan Cancer Hospital||1|||f||||t|f|f|||||||||||2023-09-04 08:02:53.951004|2023-09-04 08:02:53.951004|OTHER_GOV|||||
NCT03994913||2019-06-12|||2023-04-13|2019-06-20|2019-06-21|Actual|||||||2023-04-13|2023-04-14|Actual|August 14, 2019|Actual|2019-08-14|April 2023|2023-04-30|May 27, 2021|Actual|2021-05-27|January 20, 2021|Actual|2021-01-20||Interventional|||Clinical Trial to Evaluate CD19 CAR T (CT032) in Patients With Relapsed and/or Refractory Non-Hodgkin's B Cell Lymphoma|An Open, Multi-center Phase Ⅰ/II Clinical Study to Evaluate the Safety and Efficacy of CT032 Humanized CD19 Autologous Car T Cell Injection in Patients With Relapsed and/or Refractory Non-Hodgkin's B Cell Lymphoma|Completed||Phase 1/Phase 2|20|Actual|CARsgen Therapeutics Co., Ltd.||1|||f||||t|f|f|||||||||No||2023-09-05 01:17:32.814716|2023-09-05 01:17:32.814716|INDUSTRY|||||
NCT04136275||2019-10-19|||2022-12-13|2019-10-21|2019-10-23|Actual|||||||2022-12-13|2022-12-15|Actual|June 19, 2020|Actual|2020-06-19|December 2022|2022-12-31|September 30, 2024|Anticipated|2024-09-30|September 30, 2023|Anticipated|2023-09-30||Interventional|||CAR-37 T Cells In Hematologic Malignancies|A Phase I Clinical Trial With CAR-37 T Cells for the Treatment of Patients With Relapsed or Refractory CD37+ Hematologic Malignancies|Recruiting||Phase 1|18|Anticipated|Massachusetts General Hospital||2|||f||||t|t|f||||||Data can be shared no earlier than 1 year following the date of publication|MGH - Contact the Partners Innovations team at http://www.partners.org/innovation||Yes|The Dana-Farber / Harvard Cancer Center encourages and supports the responsible and ethical sharing of data from clinical trials. De-identified participant data from the final research dataset used in the published manuscript may only be shared under the terms of a Data Use Agreement. Requests may be directed to the Sponsor Investigator or designee]. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research|2023-09-05 01:19:51.259445|2023-09-05 01:19:51.259445|OTHER|||||
NCT05459870||2022-07-12|||2022-07-17|2022-07-12|2022-07-15|Actual|||||||2022-07-17|2022-07-19|Actual|July 31, 2022|Anticipated|2022-07-31|July 2022|2022-07-31|June 30, 2026|Anticipated|2026-06-30|July 31, 2025|Anticipated|2025-07-31||Interventional|||CAR-T Cells Targeting Autoimmune Diseases|CAR-T Cells Targeting B Cell Related Autoimmune Diseases|Recruiting||Phase 1/Phase 2|30|Anticipated|Shenzhen Geno-Immune Medical Institute||1|||f||||f|f|f|||||||||No||2023-09-04 08:14:59.65199|2023-09-04 08:14:59.65199|OTHER|||||
NCT05631912||2022-11-21|||2023-07-03|2022-11-21|2022-11-30|Actual|||||||2023-07-03|2023-07-06|Actual|June 30, 2023|Actual|2023-06-30|July 2023|2023-07-31|December 15, 2025|Anticipated|2025-12-15|December 15, 2024|Anticipated|2024-12-15||Interventional|||TRAC Locus-inserted CD19-targeting STAR-T Cell Therapy in r/r B-NHL|Autologous TRAC Locus-inserted CD19-targeting Synthetic T-cell Receptor Antigen Receptor T (STAR-T) Cells for Relapsed/Refractory B-cell Non-Hodgkin's Lymphoma|Recruiting||Phase 1/Phase 2|38|Anticipated|Chinese PLA General Hospital||1|||f||||t|f|f|||||||||No||2023-09-03 09:56:47.235085|2023-09-03 09:56:47.235085|OTHER|||||
NCT03651128||2018-08-16|||2022-12-13|2018-08-27|2018-08-29|Actual|||||||2022-12-13|2022-12-15|Actual|April 16, 2019|Actual|2019-04-16|December 2022|2022-12-31|April 8, 2027|Anticipated|2027-04-08|April 8, 2027|Anticipated|2027-04-08||Interventional|KarMMa-3||Efficacy and Safety Study of bb2121 Versus Standard Regimens in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM)|A Phase 3, Multicenter, Randomized, Open-label Study to Compare the Efficacy and Safety of bb2121 Versus Standard Regimens in Subjects With Relapsed and Refractory Multiple Myeloma (RRMM) (KarMMa-3)|Active, not recruiting||Phase 3|381|Actual|Celgene||2|||f||||t|t|f|||||||||||2023-09-05 01:39:38.136896|2023-09-05 01:39:38.136896|INDUSTRY|||||
NCT05585996||2022-10-16|||2023-02-02|2022-10-16|2022-10-19|Actual|||||||2023-02-02|2023-02-06|Actual|August 1, 2022|Actual|2022-08-01|February 2023|2023-02-28|December 30, 2025|Anticipated|2025-12-30|November 1, 2025|Anticipated|2025-11-01||Interventional|||Exploratory Clinical Study of CD19-targeted CAR-T and CAR-DC in the Treatment of Relapsed and Refractory B-cell Lymphoma|Exploratory Clinical Study of CD19-targeted CAR-T and CAR-DC in the Treatment of Relapsed and Refractory B-cell Lymphoma|Recruiting||Phase 1|70|Anticipated|Second Affiliated Hospital, School of Medicine, Zhejiang University||1|||f|||||f|f|||||||||No||2023-09-04 08:16:43.244832|2023-09-04 08:16:43.244832|OTHER|||||
NCT05397184||2022-05-13|||2023-06-30|2022-05-25|2022-05-31|Actual|||||||2023-06-30|2023-07-05|Actual|April 19, 2022|Actual|2022-04-19|June 2023|2023-06-30|February 28, 2025|Anticipated|2025-02-28|April 1, 2024|Anticipated|2024-04-01||Interventional|TvT CAR7||Base Edited CAR7 T Cells to Treat T Cell Malignancies (TvT CAR7)|Phase 1 Study of Base Edited CAR7 T Cells to Treat T Cell Malignancies (TvT CAR7)|Recruiting||Phase 1|10|Anticipated|Great Ormond Street Hospital for Children NHS Foundation Trust||1|||f||||t|f|f|||||||||No||2023-09-03 09:58:18.337708|2023-09-03 09:58:18.337708|OTHER|||||
NCT04706936||2020-12-03|||2023-02-02|2021-01-11|2021-01-13|Actual|||||||2023-02-02|2023-02-06|Actual|April 1, 2021|Actual|2021-04-01|February 2023|2023-02-28|April 2024|Anticipated|2024-04-30|October 2023|Anticipated|2023-10-31||Interventional|||Novel BCMA-targeted CAR-T Cell Therapy for Multiple Myeloma|Novel BCMA-targeted CAR-T Cell Therapy for Multiple Myeloma|Recruiting||Phase 1|25|Anticipated|Second Affiliated Hospital, School of Medicine, Zhejiang University||1|||f||||f|f|f|||||||||No||2023-09-04 08:17:29.179026|2023-09-04 08:17:29.179026|OTHER|||||
NCT05169489||2021-12-11|||2023-07-05|2021-12-11|2021-12-27|Actual|||||||2023-07-05|2023-07-06|Actual|January 24, 2022|Actual|2022-01-24|July 2023|2023-07-31|August 2025|Anticipated|2025-08-31|December 2023|Anticipated|2023-12-31||Interventional|||A Study of bbT369 in Relapsed and/or Refractory B Cell Non-Hodgkin's Lymphoma (NHL)|A Phase 1/2 Study of bbT369, a Dual Targeting CAR T Cell Drug Product With a Gene Edit, in Relapsed and/or Refractory B Cell Non-Hodgkin's Lymphoma (NHL)|Recruiting||Phase 1/Phase 2|50|Anticipated|2seventy bio||1|||f||||f|t|f|||||||||Yes||2023-09-03 09:59:24.792667|2023-09-03 09:59:24.792667|INDUSTRY|||||
NCT04150913||2019-11-01|||2022-12-13|2019-11-01|2019-11-05|Actual|||||||2022-12-13|2022-12-15|Actual|October 5, 2020|Actual|2020-10-05|December 2022|2022-12-31|November 2024|Anticipated|2024-11-30|November 2023|Anticipated|2023-11-30||Interventional|||A Phase 2 Trial of Anakinra for the Prevention of CAR-T Cell Mediated Neurotoxicity|A Phase 2 Trial of Anakinra for the Prevention of CAR-T Cell Mediated Neurotoxicity|Active, not recruiting||Phase 2|15|Actual|Massachusetts General Hospital||1|||f||||t|t|f||||||Data can be shared no earlier than 1 year following the date of publication|MGH - Contact the Partners Innovations team at http://www.partners.org/innovation||Yes|The Dana-Farber / Harvard Cancer Center encourages and supports the responsible and ethical sharing of data from clinical trials. De-identified participant data from the final research dataset used in the published manuscript may only be shared under the terms of a Data Use Agreement. Requests may be directed to Sponsor Investigator or designee. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research.|2023-09-05 01:58:55.425471|2023-09-05 01:58:55.425471|OTHER|||||
NCT01454596||2011-10-06|2019-07-08||2019-08-16|2011-10-15|2011-10-19|Estimate|2019-08-16|2019-08-21|Actual||||2019-08-16|2019-08-21|Actual|May 16, 2012|Actual|2012-05-16|August 2019|2019-08-31|January 17, 2019|Actual|2019-01-17|November 1, 2018|Actual|2018-11-01||Interventional|||CAR T Cell Receptor Immunotherapy Targeting EGFRvIII for Patients With Malignant Gliomas Expressing EGFRvIII|A Phase I/II Study of the Safety and Feasibility of Administering T Cells Expressing Anti-EGFRvIII Chimeric Antigen Receptor to Patients With Malignant Gliomas Expressing EGFRvIII|Completed||Phase 1/Phase 2|18|Actual|National Institutes of Health Clinical Center (CC)||2|||f||||f|t|f|||||||||No||2023-09-05 02:04:42.787774|2023-09-05 02:04:42.787774|NIH|||||
NCT02215967||2014-08-12|2019-08-26||2019-09-20|2014-08-12|2014-08-13|Estimate|2019-09-20|2019-10-08|Actual||||2019-09-20|2019-10-08|Actual|August 12, 2014|Actual|2014-08-12|September 2019|2019-09-30|August 15, 2019|Actual|2019-08-15|April 25, 2019|Actual|2019-04-25||Interventional|||Study of T Cells Targeting B-Cell Maturation Antigen for Previously Treated Multiple Myeloma|A Phase I Clinical Trial of T-Cells Targeting B-Cell Maturation Antigen for Previously Treated Multiple Myeloma|Completed||Phase 1|30|Actual|National Institutes of Health Clinical Center (CC)||1|||f||||f|t|f|||||||||No||2023-09-05 02:05:47.875179|2023-09-05 02:05:47.875179|NIH|||||
