id|nct_id|intervention_type|name|description
56064217|NCT05212584|Biological|CD7CAR T cells|CD7 CAR T cells are used to treat patients. Patient will be administered either fresh or thawed CAR T cells by IV injection after receiving lymphodepleting chemotherapy.
56693790|NCT05483491|Drug|KK-LC-1 TCR-T cells|Participants will receive a conditioning regimen consisting of cyclophosphamide and fludarabine. KK-LC-1 TCR-T cells will be administered as a single intravenous infusion.
56693791|NCT05483491|Drug|Aldesleukin 720,000 IU/kg IV every eight hours|Aldesleukin 720,000 IU/kg IV every eight hours after KK-LC-1 TCR-T cell infusion for up to six doses. Aldesleukin dosing will be stopped for aldesleukin-related grade 3 or greater toxicity other than flushing, fever, chills, or hemodynamic changes (tachycardia or hypotension) that respond to crystalloid infusion. Aldesleukin may also be stopped at any time at investigator discretion.
56065265|NCT03330834|Biological|CAR-T cells to treat advanced lung cancer|"Drug: fludarabine. On days -4 through -2, fludarabine (25mg/m2) will be infused for 3 consecutive days; Drug: cyclophosphamide. On days -4 through -2, cyclophosphamide (250mg/m2) will be infused for 3 consecutive days.~Patients will receive the above chemotherapy for lymphocyte-depletion followed by PD-L1 CAR-T cells."
56221971|NCT05664217|Drug|NKTR-255 at 1.5 µg/kg|NKTR-255 at 1.5 µg/kg
56221972|NCT05664217|Drug|NKTR-255 at 3.0 μg/kg|NKTR-255 at 3.0 μg/kg
56221973|NCT05664217|Drug|NKTR-255 at 3.0/6.0 μg/kg|NKTR-255 at 3.0/6.0 μg/kg
56221974|NCT05664217|Other|Placebo Comparator|Commercially available 0.9% Sodium Chloride Solution for Injection (USP)
56222004|NCT05621291|Diagnostic Test|NGS testing|antigen immunophenotype agnostic approach for disease detection using blood and bone marrow samples
56222446|NCT04960579|Biological|P-BCMA-ALLO1 CAR-T cells|Allogeneic BCMA-targeted chimeric antigen receptor (CAR) T-cell therapy
56222447|NCT04960579|Drug|Rimiducid|Safety switch activator
56540243|NCT04732845|Biological|Fully human anti CD19 CAR-T Cell Dose|"Level -1 (1 x 10^5 cells/kg) Level 1 [Starting Dose] (5 x 10^5 cells/kg) Level 2 (1 x 10^6 cells/kg) Level 3 (2 x 10^6 cells/kg)~Infusion of CAR-T cells will occur over 5-30 minutes."
56540244|NCT04732845|Drug|Fludarabine|25 mg/m2 daily from day -5 to -3
56540245|NCT04732845|Drug|Cyclophosphamide|60mg/Kg on day -6
56222586|NCT04637763|Genetic|CB-010|CB-010 is a CRISPR-edited allogeneic CAR-T cell therapy targeting CD19.
56222587|NCT04637763|Drug|Cyclophosphamide|Chemotherapy for lymphodepletion
56222588|NCT04637763|Drug|Fludarabine|Chemotherapy for lymphodepletion
56222643|NCT04530565|Procedure|Biospecimen Collection|Correlative studies
56222644|NCT04530565|Biological|Blinatumomab|Given IV
56222645|NCT04530565|Procedure|Bone Marrow Aspiration and Biopsy|Undergo bone marrow aspiration and biopsy
56222646|NCT04530565|Drug|Cyclophosphamide|Given IV
56222647|NCT04530565|Drug|Cytarabine|Given IV or IT
56222648|NCT04530565|Drug|Dasatinib|Given PO
56222649|NCT04530565|Drug|Dexamethasone|Given PO or IV
56222650|NCT04530565|Drug|Doxorubicin Hydrochloride|Given IV
56222651|NCT04530565|Procedure|Echocardiography|Undergo ECHO
56222652|NCT04530565|Procedure|Electrocardiography|Undergo ECG
56222653|NCT04530565|Procedure|Lumbar Puncture|Undergo lumbar puncture
56222654|NCT04530565|Drug|Mesna|Given IV
56222655|NCT04530565|Drug|Methotrexate|Given IV or IT
56222656|NCT04530565|Procedure|Multigated Acquisition Scan|Undergo MUGA
56222657|NCT04530565|Drug|Ponatinib Hydrochloride|Given PO
56222658|NCT04530565|Drug|Prednisone|Given PO
56222659|NCT04530565|Drug|Vincristine Sulfate|Given IV
56222846|NCT04099797|Genetic|C7R-GD2.CART cells (ICV infusion)|"Dose levels in the current phase of study are ICV infusion followed by IV infusion (DL 1b, 2b, 3b, 4b)~Dose level 1b ICV: 5 x 10^6 cells/dose (followed by standard IV dose)~Dose level 2b ICV: 1 x 10^7 cells/dose (followed by standard IV dose)~Dose level 3b ICV: 2 x 10^7 cells/dose (followed by standard IV dose)~Dose level 4b ICV: 5 x 10^7 cells/dose (followed by standard IV dose)"
56222847|NCT04099797|Genetic|C7R-GD2.CART cells (IV infusion)|Standard IV dose: 30 million cells/m2 divided into two doses given at least 5 days and no greater than 10 days apart.
56540563|NCT03434769|Drug|Cyclophosphamide|Cyclophosphamide 60mg/Kg on day -6
56222863|NCT04013802|Biological|HLA-matched VSTs|"An alternative approach that bypasses the need to grow VSTs for individual patients is to bank closely HLA-matched allogeneic VSTs that could be available as an off the shelf product.~The HLA-matched VST product is to produce immune activity to CMV, Adv, BK virus and EBV in all recipients.~Most recently our group extended this off the shelf approach to five viruses using the T cell product manufactured in 10 days. The VSTs were administered to 38 patients with 45 infections in a phase II clinical trial. A single infusion produced a cumulative complete or partial response rate of 92% overall and the following rates by virus: 100% for BKV (n = 16), 94% for CMV (n = 17), 71% for AdV (n = 7), 100% for EBV (n = 2), and 67% for HHV-6 (human herpesvirus) (n = 3)."
56540564|NCT03434769|Drug|Fludarabine|Fludarabine 25mg/m^2 IV on days -5 to -3
56540565|NCT03434769|Biological|CAR-T Cells|"Chimeric antigen receptor T cells to be implemented in a 3 + 3 design on day 0~Level -1 (1 x 105 cells/kg)~Level 1 [Starting dose] (5 x 105 cells/kg)~Level 2 (1 x 106 cells/kg)~Level 3 (2 x 106 cells/kg)"
56068742|NCT04148430|Drug|Anakinra|100mg subcutaneous
56068751|NCT03467256|Biological|Chimeric Antigen Receptor T-Cell Therapy|anti-CD19 chimeric antigen receptor - transduced T-cell given IV
56068752|NCT03467256|Drug|Fludarabine|given IV
56068753|NCT03467256|Drug|Cyclophosphamide|given IV
56068754|NCT03467256|Drug|Tocilizumab|given IV
56068755|NCT03467256|Drug|Cytarabine|given IV
56068756|NCT03467256|Drug|Etoposide|given IV
56068757|NCT03467256|Drug|Dexamethasone|given IV
56223113|NCT02830724|Drug|Cyclophosphamide|"For Phase I, Days -7 and -6:~Dose Level 1: 15 mg/kg/day x 2 days IV Dose Level 2: 15 mg/kg/day x 2 days IV Dose Level 3: 15 mg/kg/day x 2 days IV Dose Level 4: 15 mg/kg/day x 2 days IV Dose Level 5: 30 mg/kg/day x 2 days IV Dose Level 6: 60 mg/kg/day x 2 days IV~For Phase II, Days -7 and -6:~60 mg/kg/day x 2 days IV"
56223114|NCT02830724|Drug|Fludarabine|"For Phase I, Days -7 to -5:~Dose Level 1: 25 mg/m(2)/day x 3 days IVPB Dose Level 2: 25 mg/m(2)/day x 3 days IVPB Dose Level 3: 25 mg/m(2)/day x 3 days IVPB Dose Level 4: 25 mg/m(2)/day x 3 days IVPB Dose Level 5: 25 mg/m(2)/day x 5 days IVPB Dose Level 6: 25 mg/m(2)/day x 5 days IVPB~For Phase II, Days -7 to -3:~25 mg/m(2)/day x 5 days IVPB"
56223115|NCT02830724|Drug|Aldesleukin|Aldeskeukin 720,000 IU/kg IV (based on total body weight) over 15 minutes approximately every 8 hours beginning within 24 hours of cell infusion and continuing for up to 3 days (maximum 9 doses).
56223116|NCT02830724|Biological|Anti-hCD70 CAR transduced PBL|Day 0: Cells will be infused intravenously on the Patient Care Unit over 20-30 minutes (2-5 days after the last dose of fludarabine).
56397096|NCT03980691|Biological|Chidamide with CAR-T or TCR-T cell therapy|HIV-1 specific therapy
56069917|NCT05576220|Device|IDION iTempShield|Subject is being treated for a cancer diagnosis with a plan for outpatient transplant or CAR-T therapy
56223621|NCT04639739|Biological|anti-CD19 CAR NK|2×106 /kg、6×106 /kg、2×107/kg Treatment follows a lymphodepletion, the recommended chemotherapy regimen consists of Fludarabine (30 mg/m2 per day) and Cyclophosphamide (500mg/m2 per day) for 3 days prior to cell infusion，the actual regiment is determined by the statue of patients.
56072106|NCT05269914|Other|Autologous anti-CD19 CAR-T cell injection|"According to preclinical research, existing preliminary clinical data and similar approved therapeutic products (kte-c19 of Kate company, the trade name is yescarta ®） According to the clinical trial results, three doses (the number of cells per unit body weight) were selected as the therapeutic dose of this study. Among the patients who increased the dose according to the 3 + 3 design, the number of target cells in each dose group was: (1) the first dose group was 1.00 × 106 Car + T cells / kg, 20% dose error is allowed. (2) the second dose group is 3.00 × 106 Car + T cells / kg, 20% dose error is allowed. (3) the third dose group is 9.00 × 106 Car + T cells / kg, 20% dose error is allowed."
56072122|NCT05262673|Biological|Antigen-specific T cells CART/CTL and DCvac|Antigen-specific T cells CAR-T/CTL and DCvac cells to treat B-ALL
56072245|NCT05052528|Biological|Chimeric Antigen Receptor T-Cell Therapy|Given CD19 CAR T cells IV
56072246|NCT05052528|Drug|Cyclophosphamide|Given IV
56072247|NCT05052528|Drug|Fludarabine Phosphate|Given IV
56072248|NCT05052528|Biological|Rituximab|Given IV
56072492|NCT04260945|Biological|CD19/CD20 Dual-CAR-T cells|CD19/CD20 Dual-CAR-T cells are prepared via lentiviral infection. 5 days prior to infusion of CAR-T cells, subjects receive fludarabine at dose 30mg/m2/day and cyclophosphamide treatment at dose 250mg/m2 for 3 days and take a rest for 2 days before infusion.CD19/CD20 Dual-CAR-T cells will be intravenously infused with a escalated dose of 0.6-3×106 cells/kg.
56072493|NCT04260932|Biological|CD19/CD20 Dual-CAR-T cells|CD19/CD20 Dual-CAR-T cells are prepared via lentiviral infection. 5 days prior to infusion of CAR-T cells, subjects receive fludarabine at dose 30mg/m2/day and cyclophosphamide treatment at dose 250mg/m2 for 3 days and take a rest at least for 2 days before infusion. CD19/CD20 Dual-CAR-T cells will be intravenously infused with a escalated dose of 1-6×106 cells/kg.
56072723|NCT03373071|Biological|CD19-CAR T cell|"Following lymphodepletion with chemotherapy (cyclophosphamide and fludarabine) patients will be treated with 0.5 to 3.0 x 10⁶/kg CD19 Chimeric Antigen Receptor (CAR) positive T cells as a single dose.~In case of toxicity, the patient will receive the dimerizing drug activating the suicide safety switch in order to improve the safety of the treatment"
56224636|NCT02930993|Biological|anti-mesothelin CAR T cells|Patients will be received a three-day regimen of chemotherapy consisting of cyclophosphamide aimed to deplete the lymphocytes. 1 to 4 days after lymphodepletion, patients are intravenously infused with anti-mesothelin CAR T cells in a three-day split-dose regimen (day0,10%; day1, 30%; day2, 60%).
56076848|NCT05418088|Biological|Anti-CD19/CD20/CD22 CAR T-Cells|Given IV
56076849|NCT05418088|Drug|Cyclophosphamide|Given IV
56076850|NCT05418088|Drug|Fludarabine Phosphate|Given IV
56077164|NCT03098355|Biological|4SCAR19/22 T cells|CD19/CD22-targeted 4th Generation CAR-T Cell (4SCAR19/22)
56077165|NCT03098355|Drug|Interleukin-2|Interleukin-2 of 250,000iu/m^2 every other day for 2 weeks and then rest for 2 weeks for up to 6 months.
56225889|NCT04670055|Drug|BCMA Targeted CAR T-cells|Each subject receive BCMA Targeted CAR T-cells by intravenous infusion
56226049|NCT04657965|Drug|LMP1 CAR T-cells|Each subject receive LMP1 CAR T-cells by intravenous infusion
56226051|NCT04658004|Drug|NKG2D CAR T-cells|Each subject receive NKG2D CAR T-cells by intravenous infusion
56226212|NCT04665063|Biological|Auto CAR-T|Biological: Auto CAR-T
56226213|NCT04665063|Drug|Cyclophosphamide,Fludarabine|Drug: Cyclophosphamide,Fludarabine
56226214|NCT04665063|Procedure|Leukapheresis|Leukapheresis
56227596|NCT04638270|Biological|anti-CD19 FasT CAR-T cells|Treatment follows a lymphodepletion, chemotherapy regimen that consists of Fludarabine (30 mg/m2 per day) and Cyclophosphamide (500mg/m2 per day) for 3 days prior to cell infusion.
56080084|NCT03761056|Biological|Axicabtagene Ciloleucel|A single infusion of chimeric antigen receptor (CAR)-transduced autologous T cells
56080085|NCT03761056|Drug|Fludarabine|Administered according to package insert
56080086|NCT03761056|Drug|Cyclophosphamide|Administered according to package insert
56227869|NCT03455972|Biological|anti-CD19 and anti-BCMA CAR|Participants will get auto-HSCT. Hematopoietic reconstitution after auto-HSCT, participants will get the anti-CD19 CAR T cells (1×10e+7/kg on d0) and anti-BCMA CAR T cells as split-dose (total 5×10e+7/kg, 40% on d1 and 60% on d2)
56227870|NCT03455972|Drug|Immunomodulatory drugs|Maintenance therapy
56228272|NCT04627740|Drug|Retroviral vector-transduced autologous T cells to express anti-ALPP CARs|Cyclophosphamide will be administered at dose of 20mg/kg for 1 day and then fludarabine will be given for the next 3 days with 35mg/m2 and then the CAR-T cells will be administered
56228308|NCT04626765|Drug|CD19 CAR-T|CD19 CAR-T infusion for pediatric patients with CD19 positive tumor cells
56228309|NCT04626765|Drug|CD22 CAR-T|CD22 CAR-T infusion for pediatric patients with CD22 positive tumor cells
56228310|NCT04626765|Drug|CD 19+22|CD19+22 CAR-T infusion for pediatric patients with CD19 positive and CD22 positive tumor cells
56228311|NCT04626765|Drug|Fludarabine|25mg/㎡ for D-4、D-3 and D-2
56228312|NCT04626765|Drug|Cyclophosphamide|500mg/㎡ for D-3 and D-2
56228320|NCT04626726|Drug|CD19 CAR-T|CD19 CAR-T infusion for patients with CD19 positive tumor cells
56228321|NCT04626726|Drug|CD22 CAR-T|CD22 CAR-T infusion for patients with CD22 positive tumor cells
56228322|NCT04626726|Drug|CD19+CD22 CAR-T|CD19+CD22 CAR-T infusion for patients with CD19 positive and CD22 positive tumor cells
56228323|NCT04626726|Drug|Fludarabine|25mg/㎡ for D-4、D-3 and D-2
56228324|NCT04626726|Drug|Cyclophosphamide|500mg/㎡ for D-3 and D-2
56542013|NCT04430530|Biological|Infusion of 4SCAR-T specific to CD22/CD123/CD38/ CD10/CD20|Patients who have relapsed after anti-CD19 immunotherapy or have CD19 negative B cell malignancies
56228496|NCT02903810|Biological|Mixed CAR-T Transfer|All subjects will be infused with αCD19-TCRz-41BB and αCD22-TCRz-41BB CAR-T cells in equal number
56229055|NCT04890236|Drug|Duvelisib|Given PO
56229056|NCT04890236|Biological|Tisagenlecleucel|Given via infusion
56542269|NCT04861480|Biological|C-4-29 Cells|Drug: C-4-29 Cells； Administration method: intravenous infusion； Subjects will be treated with Fludarabine and Cyclophosphamide before cell infusion.
56542400|NCT04429438|Biological|4SCAR19 and 4SCAR20/22/70/PSMA/13/79b/GD2|Patients who have relapsed and refractory B cell lymphoma (BCL) after conventional chemotherapy will be treated with multiple 4SCAR gene-engineered T cells
56229556|NCT04601181|Biological|ThisCART22 cells injection|"Assigned Interventions Biological/Vaccine: ThisCART22 cells 0.2-60 x 10^6 CAR-T cells per kg body weight.~Intervention study"
56229674|NCT04599543|Drug|IL3 CAR T-cells|Each subject receive IL3 CAR T-cells by intravenous infusion
56230176|NCT04603872|Drug|CD19/BCMA Targeted CAR T-cells and dasatinib|Each subject receive CS1 Targeted CAR T-cells by intravenous infusion, and the dasatinib was combined according to the presumed regimens.
56230177|NCT04603872|Drug|CD19/BCMA Targeted CAR T-cells|Each subject receive CS1 Targeted CAR T-cells by intravenous infusion.
56230210|NCT04626908|Drug|GC022F CAR-T cells|Each subject receive GC022F CAR-T cells by intravenous infusion
56230218|NCT04626752|Drug|BCMA CAR-T|Volunteers will be treated with BCMA CAR-T cells
56230219|NCT04626752|Drug|Fludarabine|25mg/㎡ for D-4、D-3 and D-2
56230220|NCT04626752|Drug|Cyclophosphamide|500mg/㎡ for D-3 and D-2
56542745|NCT04850560|Biological|CD19 PD-1/CD28 CAR-T Plus Low Dose Decitabine|CD19 PD-1/CD28 CAR-T Plus Low Dose Decitabine
56230745|NCT04617704|Biological|GC012F injection|GC012F injection is a autologous dual CAR-T targeted BCMA and CD19. A single infusion of CAR-T cells will be administered intravenously.
56231321|NCT04595162|Biological|GC019F|GC019F is the CAR-T cell immunotherapy targeted CD19. The subjects will receive one single infusion of GC019F.
56232507|NCT04609241|Drug|CD79b CAR-T Cells|Each subject receive CD79b CAR-Tcells by intravenous infusion
56233514|NCT04572308|Biological|CD7 CAR-T|"Patients will be treated with CD7 CAR-T cells~Biological: CD7 CAR-T; Drug: Cyclophosphamide,Fludarabine; Procedure: Leukapheresis;"
56234138|NCT04991948|Drug|CYAD-101|Allogeneic NKG2D-based CYAD-101 Chimeric antigen Receptor T-cells
56234139|NCT04991948|Drug|FOLFOX|5-FU, leucovorin and oxaliplatin
56234140|NCT04991948|Drug|Pembrolizumab|Humanized immunoglobulin G4 (IgG4) monoclonal antibody (mAb)
56543279|NCT01475058|Biological|allogeneic cytomegalovirus-specific cytotoxic T lymphocytes|Allogeneic CD19-specific chimeric antigen receptor-modified CD8+ central memory derived virus-specific T cells. Allogeneic CD19CAR-TCM cells given IV
56234488|NCT04546893|Biological|CD19 CAR-T|Biological: CD19 CAR-T; Drug: Cyclophosphamide,Fludarabine; Procedure: Leukapheresis;
56234600|NCT04539444|Biological|CD19/22 CART|CD19/22 CART cells are administrated in a 3-day split-dose regimen at dose of 0.5- 2×10*107 CART cells per kilogram of body weight.
56234601|NCT04539444|Drug|Tislelizumab|Patients will receive Tislelizumab 200mg/dose every 3 weeks.
56234974|NCT04532268|Drug|Humanized CD19 CAR-T cells|Each subject receive humanized CD19 CAR T-cells by intravenous infusion
56235271|NCT04553393|Drug|Chidamide|Chidamide will be added 1 month after responding to CART cells infusion
56235272|NCT04553393|Drug|Decitabine|Decitabine will be added 1 month after responding to CART cells infusion
56235273|NCT04553393|Drug|Chidamide and Decitabine|Both chidamide and decitabine will be added 1 month after responding to CART cells infusion
56235274|NCT04553393|Biological|Decitabine-primed Tandem CAR19/20 engineered T cells|Tandem CAR19/20 engineered T cells
56235481|NCT04550663|Drug|KD-025 CAR-T cells|Autologous genetically modified anti-NKG2DLs CAR transduced T cells
56236209|NCT04537442|Drug|IM21 CAR-T cells|"IM21 CAR-T cells~Drug: Fludarabine~Two days before cell infusion, all patients will be treated with fludarabine for 3 days~Drug: Cyclophosphamide~Two days before cell infusion, all patients will be treated with Cyclophosphamide for 3 days~Other Names:~Fludarabine Cyclophosphamide"
56543694|NCT03463928|Biological|donor-derived CD19/22 bispecific CAR-T cells or CD19-directed CAR-T cells; donor-derived-HSCT|The allo-CAR-T cells will be infused in a fractionated manner, 1/3 on day 0, 2/3 on day 1.The allo-HSCT will be infused on day 2.
56236498|NCT04534634|Combination Product|IFN-α combined with CAR-T cell therapy|"Adults: 14 daily intramuscular injections 300 million IU of Interferon-α for a 28-day cycle.~Children: 14 daily intramuscular injections 200mg/m^2 of Interferon-α for a 28-day cycle.~CAR T cell: (1-2)×10^7/kg, intravenously infusion."
55904047|NCT04410900|Biological|Wistar Rabies Virus Strain PM-1503-3M Vaccine|Given IM
55904048|NCT04410900|Procedure|Biospecimen Collection|Undergo collection of blood samples
55904134|NCT04025216|Biological|CART-TnMUC1|Single intravenous administration of genetically modified autologous T cells engineered to express a TnMUC1-Targeted Genetically-Modified Chimeric Antigen (CAR)
55904135|NCT04025216|Drug|Cyclophosphamide|Patients will receive cyclophosphamide and fludarabine lymphodepletion chemotherapy followed by the investigational product, CART-TnMUC1
55904136|NCT04025216|Drug|Fludarabine|Patients will receive cyclophosphamide and fludarabine lymphodepletion chemotherapy followed by the investigational product, CART-TnMUC1
56237740|NCT03853616|Biological|MB-CART19.1|MB-CART19.1 consists of autologous CD19 Chimeric Antigen Receptor (CAR) transduced CD4/CD8 enriched T cells targeting CD19-positive tumor cells in b cell malignancies
56544018|NCT04697940|Biological|Decitabine-primed Tandem CAR19/20 engineered T cells|"Phase I dose escalation (3+3) : dose 1 (0.5 × 10^6 cells per kg) dose 2 (2 × 10^6 cells per kg) dose 3 (5 × 10^6 cells per kg)~Phase II: Appropriate dose"
56544019|NCT04697940|Drug|Fludarabine|Intravenous fludarabine 25-30 mg/m^2/day on days -5, -4, and -3.
56544020|NCT04697940|Drug|Cyclophosphamide|Intravenous cyclophosphamide 300-500 mg/m^2/day on days -5, -4, and -3.
55905136|NCT05650749|Biological|GPC2 CAR T cells|The GPC2 CAR T investigational product is comprised of autologous human T cells that have been genetically modified to express a GPC2-targeting chimeric antigen receptor (CAR) transgene.
55905280|NCT05480449|Biological|Autologous Humanized CD19-Directed Chimeric Antigen Receptor T-Cells (huCART19)|The investigational agent in this protocol is humanized CART19 cells (huCART19). Autologous T cells will be engineered to express an extracellular single chain antibody (scFv) with specificity for CD19. This will be expected to redirect specificity of the transduced T cells for cells that express CD19, a molecule that is restricted in expression on the surface of the malignant cells and on normal B cells.
55905601|NCT04789408|Drug|Cyclophosphamide|Administered intravenously
55905602|NCT04789408|Drug|Fludarabine|Administered intravenously
55905603|NCT04789408|Biological|KITE-222|A single infusion of chimeric antigen receptor (CAR)-transduced autologous T cells administered intravenously
56242106|NCT04322292|Drug|C-CAR088|"Autologous BCMA-directed CAR-T cells, single infusion intravenously at a target dose of 1.0-9.0 x 10^6 anti-BCMA CAR+T cells/kg.~Divided into three dose ranges of low(1.0-3.0×10^6 CAR+T cells/kg),medium(3.0-6.0×10^6 CAR+T cells/kg) and high(6.0-9.0×10^6 CAR+T cells/kg).~Other Name: CBM.BCMA Chimeric Antigen Receptor T cell."
55905747|NCT04318678|Drug|CD123-CAR T|To treat relapsed/refractory CD123+ AML/MDS, B-ALL, T-ALL or BPDCN patient population that needs new cancer-directed therapies.
55905748|NCT04318678|Drug|Cyclophosphamide|Cyclophosphamide is a nitrogen mustard derivative. It acts as an alkylating agent that causes cross-linking of DNA strands by binding with nucleic acids and other intracellular structures, thus interfering with the normal function of DNA.
55905749|NCT04318678|Drug|Fludarabine|Fludarabine phosphate is a synthetic purine nucleoside analog. It acts by inhibiting DNA polymerase, ribonucleotide reductase and DNA primase by competing with the physiologic substrate, deoxyadenosine triphosphate, resulting in inhibition of DNA synthesis
55905750|NCT04318678|Drug|Mesna|Mesna is a synthetic sulfhydryl (thiol) compound. Mesna contains free sulfhydryl groups that interact chemically with urotoxic metabolites of oxaza-phosphorine derivatives such as cyclophosphamide and ifosfamide
55905751|NCT04318678|Drug|Rituximab|Rituximab is a monoclonal antibody directed against the CD20 antigen on the surface of B-lymphocytes
56242595|NCT01218867|Biological|Anti-VEGFR2 CAR CD8 plus PBL|Patients will receive non-myeloablative lymphodepleting preparative regimen consisting of cyclophosphamide and fludarabine followed by the administration of anti-VEGFR CAR CD8+ PBL and high dose (Arms 1-7) or low dose (Arms 8-11) aldesleukin. On day 0, cells will be infused in the Patient Care Unit over 20-30 minutes (Phase 1: 10e6- 3x10e10 cells and Phase 2: maximum tolerated dose of cells from Phase 1)
56242596|NCT01218867|Drug|Cyclophosphamide|Cyclophosphamide 60 mg/kg/day X 2 days intravenous (IV) in 250 ml dextrose in 5% water (D5W) with mesna 15 mg/kg/day X 2 days over 1 hr
56242597|NCT01218867|Biological|Aldesleukin|Aldesleukin (based on total body weight) will be administered at a dose of 720,000 IU/kg (Arms 1-7) or 72,000 IU/kg (Arms 8-11) as an intravenous bolus over a 15 minute period approximately every eight hours (+/- 1 hour) beginning within 24 hours of the cell infusion and continuing for up to 5 days (maximum 15 doses)
56242598|NCT01218867|Drug|Fludarabine|Fludarabine 25 mg/m(2)/day intravenous piggyback (IVPB) daily over 30 minutes for 5 days
55905918|NCT03829540|Biological|CD4CAR|CD4CAR cells transduced with a lentiviral vector to express the single-chain variable fragment (scFv) nucleotide sequence of the anti-CD4 molecule derived from humanized monoclonal ibalizumab and the intracellular domains of CD28 and 4-1BB co-activators fused to the CD3ζ T-cell activation signaling domain administered by IV infusions as a single dose (total dose of up to ~4x106 T Cells/KG)
56243041|NCT04317885|Biological|Prizloncabtagene Autoleucel|Autologous 2nd generation CD19/CD20-directed CAR-T cells, single infusion intravenously
56244121|NCT02792114|Drug|Cyclophosphamide|
56244122|NCT02792114|Biological|Mesothelin-targeted T cells|
56244123|NCT02792114|Drug|AP1903|
55907008|NCT01460901|Biological|GD2 CAR modified Tri-virus specific cytotoxic t-cells|This is a feasibility study to assess safety of an infusion of chimeric-antigen receptor gene modified allogeneic virus specific T lymphocytes after reduced intensity allogeneic stem cell transplant. Three patients were treated and safety was evaluated. Patients received a single infusion of 2x10e6/m2 donor derived, GD2 CAR modified, tri-virus specific CTL performed 30-120 days after allogeneic stem cell transplantation
55907044|NCT04888468|Biological|pCAR-19B cells|Drug: pCAR-19B cells； Administration method: intravenous infusion； Subjects will be treated with Fludarabine and Cyclophosphamide before cell infusion.
55907105|NCT04556266|Biological|CAR T-Cell Infusion|Dose Level -1: 1 x 10^4 cells/kg Dose Level 1: 1 x 10^5 cells/kg Dose Level 2: 2 x 10^5 cells/kg Dose Level 3: 4 x 10^5 cells/kg
56245817|NCT04264039|Biological|anti-CD19 UCAR-T cells|Dose range:1 to 5 ×10^7 cells/Kg, Dose level one: 1×10^7 cells/Kg, Dose level two: 3×10^7 cells/Kg, Dose level three:5 ×10^7 cells/Kg
56245818|NCT04264039|Drug|Fludarabine|30mg/m^2 per day for 6 days
56245819|NCT04264039|Drug|Cytoxan|300mg/m^2 per day for 2 to 6 days determined by tumor burden at baseline
56245820|NCT04264039|Drug|Melphalan|50 to 70 mg/m^2 in total for 1 or 2 days, whether to use determined by tumor burden at baseline
56246432|NCT04844866|Genetic|MB-CART2019.1|MB-CART2019.1 is designed to effectively target malignant B cells in patients suffering from late stage haematological B-cell malignancies. MB-CART2019.1 consists of autologous cluster of differentiation CD20/CD19 chimeric antigen receptor (CAR) transduced CD4/CD8 enriched T cells, derived from a leukapheresis and processed by using the CliniMACS Prodigy® device.
56246433|NCT04844866|Drug|R-GemOx or BR plus polatuzumab vedotin|Immunochemotherapy will be administered as per arm description.
56246437|NCT04815356|Biological|CD22CART cell infusion|The treatment regimen will consist of lymphodepleting chemotherapy followed by CD22CART infusion: Days -4 to -2: fludarabine 25 mg/m2/dose Day -2: cyclophosphamide 900 mg/m2/dose Day 0: CD22CART infusion (starting at dose level 1 [DL1]: 1 x 105 transduced CAR-T cells/kg) on Day 0 Subjects will be evaluated for response at Day 28 post-CD22CART infusion.
56246487|NCT04483778|Biological|second generation 4-1BBζ B7H3-EGFRt-DHFR|Autologous CD4+ and CD8+ T-cells lentivirally transduced to express a second generation 4-1BBζ B7H3-EGFRt-DHFR
56246488|NCT04483778|Biological|second generation 4-1BBζ B7H3-EGFRt-DHFR(selected) and a second generation 4-1BBζ CD19-Her2tG|Autologous CD4+ and CD8+ T-cells lentivirally transduced to express a second generation 4-1BBζ B7H3-EGFRt-DHFR(selected) and a second generation 4-1BBζ CD19-Her2tG
56246489|NCT04483778|Drug|Pembrolizumab|SCRI-CARB7H3(s)x19 plus pembrolizumab
55908587|NCT04196205|Biological|Anti-CD19 CAR-T|1 - 2×10^6 Anti-CD19 CAR-T cells/kg body weigh
55944372|NCT05066646|Drug|CT103A|CT103A consists of autologous T lymphocytes transduced with anti-BCMA CAR lentiviral vector that containing a unique CAR structure with a fully human single-chain variable fragment (scFv).
56247244|NCT05625594|Procedure|Aspiration|Undergo CSF aspiration
56247245|NCT05625594|Procedure|Biospecimen Collection|Undergo blood sample collection
56247246|NCT05625594|Procedure|Catheterization|Undergo catheterization
56247247|NCT05625594|Biological|CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T-lymphocytes|Given ICV
56247248|NCT05625594|Procedure|Computed Tomography|Undergo CT
56247249|NCT05625594|Drug|Cyclophosphamide|Given IV
56247250|NCT05625594|Drug|Fludarabine|Given IV
56247251|NCT05625594|Procedure|Leukapheresis|Undergo leukapheresis
56247252|NCT05625594|Procedure|Lumbar Puncture|Undergo lumbar puncture
56247253|NCT05625594|Procedure|Magnetic Resonance Imaging|Undergo MRI
56247254|NCT05625594|Procedure|Positron Emission Tomography|Undergo PET
56247355|NCT05352542|Biological|LCAR-H93T Cells|before treatment with LCAR-H93T cells, subjects will receive a conditioning regimen
56544747|NCT04828174|Drug|anti-TRBC1 CAR-T cell therapy|TRBC1 positve patients with relapsed or refractory T cell malignacy will receive CAR-T cell therapy targetting TRBC1
