id|nct_id|role|name|affiliation
31417441|NCT02842138|Principal Investigator|Jun Zhu, MD|Peking University Cancer Hospital & Institute
31417688|NCT04156243|Principal Investigator|Hongyu Zhang, MD, PhD|Peking University Shenzhen Hospital
31417689|NCT04156243|Principal Investigator|Fang Liu, MD, PhD|The General Hospital of Western Theater Command
31417913|NCT05016778|Principal Investigator|Huang He|Hematology
31598495|NCT04935580|Principal Investigator|Juan Du, MD|Shanghai Changzheng Hospital
31418222|NCT02822326|Principal Investigator|Jianyu Weng, Dr.|Guangdong Provincial People's Hospital
31418223|NCT02822326|Principal Investigator|Peilong Lai, Dr.|Guangdong Provincial People's Hospital
31331498|NCT04693676|Principal Investigator|Jie Jin, PhD&MD|First Affiliated Hospital of Zhejiang University
31331591|NCT03117751|Principal Investigator|Hiroto Inaba, MD, PhD|St. Jude Children's Research Hospital
31331616|NCT01840566|Principal Investigator|Mark Geyer, MD|Memorial Sloan Kettering Cancer Center
31420111|NCT04204161|Study Director|Yang Zhonghua|Shenzhen BinDeBio Tech Co.,Ltd
31420570|NCT02728882|Principal Investigator|Kangsheng Gu, PI|Chief physician
31420692|NCT02713984|Principal Investigator|Cheng Qian, MD,PhD|Southwest Hospital, China
31421072|NCT05333302|Study Director|Olga Aleinikova, MD, Prof|Belarusian Research Center for Pediatric Oncology, Hematology and Immunology
31422169|NCT02685670|Principal Investigator|Zhi Cheng, M.D.|The Second Affiliated Hospital of Henan University of Traditional Chinese Medicine
31599499|NCT03252171|Study Chair|Lizhi Niu, PhD|Fuda Cancer Hospital
31599955|NCT05354375|Study Director|Junnian Zheng, M.D/Ph.D|The Affiliated Hospital of Xuzhou Medical University
31599956|NCT05354375|Principal Investigator|Hailong Li, M.D/Ph.D|The Affiliated Hospital of Xuzhou Medical University
31599957|NCT05354375|Principal Investigator|Qing Zhang, Ph.D|Xuzhou Medical University
31600252|NCT04855253|Principal Investigator|Veronika Bachanova, MD|Masonic Cancer Center, University of Minnesota
31600276|NCT04715191|Principal Investigator|Andras Heczey, MD|Baylor College of Medicine
31600277|NCT04715191|Principal Investigator|David Steffin, MD|Baylor College of Medicine
31600305|NCT04377932|Principal Investigator|Andras Heczey, MD|Baylor College of Medicine
31600306|NCT04377932|Principal Investigator|David Steffin, MD|Baylor College of Medicine
31600320|NCT04240808|Study Director|Michael Verneris, MD|University of Colorado Denver, Anschutz Medical Campus
31600321|NCT04240808|Principal Investigator|Manali Kamdar, MD|University of Colorado Denver, Anschutz Medical Campus
31600341|NCT04049383|Principal Investigator|Julie-An Talano, MD|Medical College of Wisconsin
31422755|NCT04169932|Study Chair|Yi Yao, ph.D|Shanghai Longyao Bio-Tech Co., Ltd.
31423016|NCT02652910|Principal Investigator|Bo Zhu, M.D., Ph.D.|Department of Cancer of Xinqiao Hospital
31423495|NCT04163302|Study Chair|Quanshun Wang|Hainan Hospital of Chinese PLA General Hospital
31423496|NCT04163302|Study Director|Wengshuai Zheng|Hainan Hospital of Chinese PLA General Hospital
31423497|NCT04163302|Principal Investigator|Lixun Guan|Hainan Hospital of Chinese PLA General Hospital
31423498|NCT04163302|Principal Investigator|Lu Wang|Hainan Hospital of Chinese PLA General Hospital
31423499|NCT04163302|Principal Investigator|Yuanyuan Xu|Hainan Hospital of Chinese PLA General Hospital
31423500|NCT04163302|Principal Investigator|Yalei Hu|Hainan Hospital of Chinese PLA General Hospital
31423501|NCT04163302|Principal Investigator|Zhengyang Gu|Hainan Hospital of Chinese PLA General Hospital
31423565|NCT04289220|Study Director|Zongliu Hou|Kunming Yan'an Hospital
31513884|NCT05359211|Principal Investigator|Alexandre Hirayama|Fred Hutch/University of Washington Cancer Consortium
31424340|NCT03624036|Study Director|Kite Study Director|Kite, A Gilead Company
31514047|NCT04889716|Principal Investigator|Stephen J. Schuster, MD|University of Pennsylvania
31514210|NCT04422912|Study Chair|Cabaletta Bio|Cabaletta Bio
31514438|NCT03277729|Principal Investigator|Mazyar Shadman|Fred Hutch/University of Washington Cancer Consortium
31425017|NCT03275493|Principal Investigator|Xiaowen Tang, PhD|The First Affiliated Hospital of Soochow University
31514771|NCT05352828|Principal Investigator|Helen Heslop, MD|Baylor College of Medicine
31514772|NCT05352828|Principal Investigator|Sairah Ahmed, MD|M.D. Anderson Cancer Center
31514849|NCT04690595|Principal Investigator|Ibrahim Aldoss, MD|City of Hope Medical Center
31515072|NCT05632380|Principal Investigator|Dehui Zou, M.D., PH.D.|Institute of Hematology & Blood Diseases Hospital
31601582|NCT03060356|Principal Investigator|Tara C. Mitchell, MD|University of Pennaylvania
31601824|NCT03559439|Principal Investigator|Ligen Liu|Shanghai Tong Ren Hospital
31601943|NCT04934774|Principal Investigator|Hongyu Zhang|Peking University Shenzhen Hospital, China
31602580|NCT04888442|Principal Investigator|Jianfeng Zhou, M.D. Ph.D|Tongji Hospital affiliated to Tongji Medical College of Huazhong University of Science and Technology
31604542|NCT02706405|Principal Investigator|Jordan Gauthier|Fred Hutch/University of Washington Cancer Consortium
