id|nct_id|ctgov_group_code|result_type|title|description
59630148|NCT02215967|OG002|Outcome|3 x 10^6 CAR-BCMA T-cells Infused|"Dose Escalation with 5 dose levels based on the patients actual bodyweight~Cyclophosphamide: 300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3~Fludarabine: 30 mg/m^2 intravenous (IV) over 30 minutes immediately following the cyclophosphamide on day -5, -4, and -3~Anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells: 0.3x10^6- 15.0x10^6 CAR+ T cells per kg of recipient bodyweight one time dose on day 0"
59630149|NCT02215967|OG003|Outcome|9 x 10^6 CAR-BCMA T-cells Infused|"Dose Escalation with 5 dose levels based on the patients actual bodyweight~Cyclophosphamide: 300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3~Fludarabine: 30 mg/m^2 intravenous (IV) over 30 minutes immediately following the cyclophosphamide on day -5, -4, and -3~Anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells: 0.3x10^6- 15.0x10^6 CAR+ T cells per kg of recipient bodyweight one time dose on day 0"
59630150|NCT02215967|EG000|Reported Event|0.3 x 10^6 CAR-BCMA T-cells Infused|"Dose Escalation with 5 dose levels based on the patients actual bodyweight~Cyclophosphamide: 300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3~Fludarabine: 30 mg/m^2 intravenous (IV) over 30 minutes immediately following the cyclophosphamide on day -5, -4, and -3~Anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells: 0.3x10^6- 15.0x10^6 CAR+ T cells per kg of recipient bodyweight one time dose on day 0"
59630151|NCT02215967|EG001|Reported Event|1 x 10^6 CAR-BCMA T-cells Infused|"Dose Escalation with 5 dose levels based on the patients actual bodyweight~Cyclophosphamide: 300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3~Fludarabine: 30 mg/m^2 intravenous (IV) over 30 minutes immediately following the cyclophosphamide on day -5, -4, and -3~Anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells: 0.3x10^6- 15.0x10^6 CAR+ T cells per kg of recipient bodyweight one time dose on day 0"
59630152|NCT02215967|EG002|Reported Event|3 x 10^6 CAR-BCMA T-cells Infused|"Dose Escalation with 5 dose levels based on the patients actual bodyweight~Cyclophosphamide: 300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3~Fludarabine: 30 mg/m^2 intravenous (IV) over 30 minutes immediately following the cyclophosphamide on day -5, -4, and -3~Anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells: 0.3x10^6- 15.0x10^6 CAR+ T cells per kg of recipient bodyweight one time dose on day 0"
59630153|NCT02215967|EG003|Reported Event|9 x 10^6 CAR-BCMA T-cells Infused|"Dose Escalation with 5 dose levels based on the patients actual bodyweight~Cyclophosphamide: 300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3~Fludarabine: 30 mg/m^2 intravenous (IV) over 30 minutes immediately following the cyclophosphamide on day -5, -4, and -3~Anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells: 0.3x10^6- 15.0x10^6 CAR+ T cells per kg of recipient bodyweight one time dose on day 0"
58983651|NCT01460901|BG000|Baseline|GD2 CAR Modified Tri-virus CTL|"This is a feasibility study to assess safety of an infusion of chimeric-antigen receptor gene modified allogeneic virus specific T lymphocytes after reduced intensity allogeneic stem cell transplant. The intent is to treat three patients and evaluate safety.~A single infusion of 2 million cells per meter squared was dosed.~Tri-virus specific cytotoxic t-cells: Infusion of donor derived tri-virus specific cytotoxic t-cell post allogeneic stem cell transplantation"
58983652|NCT01460901|FG000|Participant Flow|Treatment|Single arm study - GD2-CAR modified Tri-virus specific cytotoxic T-cell Infusion
58983653|NCT01460901|OG000|Outcome|GD2 CAR Modified Tri-virus CTL Infusion|Single arm study - Single infusion of 2x10e6 GD2 CAR modified tri-virus CTL following allogeneic stem cell transplant
58983654|NCT01460901|OG000|Outcome|Treatment|Single arm study - GD2 CAR Tri-virus CTL infusion
58983655|NCT01460901|OG000|Outcome|Treatment|Single arm study - GD2 CAR modified tri-virus specific CTL infusion
58983656|NCT01460901|OG000|Outcome|Treatment|Single arm study - treatment
58983657|NCT01460901|EG000|Reported Event|GD2 CAR Modified Tri-virus CTL Infusion|This was a single-center, investigator-initiated, single-arm, pilot study of post-allogeneic transplant, adoptive immunotherapy for the treatment of patients with relapsed/refractory neuroblastoma expressing the mesenchymal tumor marker GD2. Three patients were treated. Patients received infusion of tri-virus cytotoxic T-lymphocytes, transduced with a first generation GD2 targeted chimeric antigen receptor (tvs-CTL). Infusion of the tvs-CTL was performed 30 to 120 days after reduced intensity, mismatched related donor, CD34 selected peripheral blood stem cell transplant on a separate clinical trial. The tvs-CTL were derived from the stem cell transplant donor. Patients were monitored for safety of the allogeneic tvs-CTL at infusion and for adverse events such as graft vs host disease and insertional mutagenesis/carcinogenesis related to the gene transduction.
59131548|NCT03602612|BG000|Baseline|Arm 1 Dose Escalation (Esc) Dose Level 1 - 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131549|NCT03602612|BG001|Baseline|Arm 1 Dose Escalation Dose Level 2 - 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131550|NCT03602612|BG002|Baseline|Arm 1 Dose Escalation Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131551|NCT03602612|BG003|Baseline|Arm 1 Dose Escalation Dose Level 4 - 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131552|NCT03602612|BG004|Baseline|Arm 1 Dose Escalation Dose Level 5 - 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131553|NCT03602612|BG005|Baseline|Arm 2 Dose Expansion (Exp) 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3
59131554|NCT03602612|BG006|Baseline|Arm 1 DoseEsc DL 3-3.0x10^6 CAR+T Cells Per kg Followed by Arm 2 DoseExp 6.0x10^6 CAR+T Cells Per kg|"Dose Escalation: Participants received 3.0x10^6 CAR+T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.~AND~Dose Expansion:~Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59131555|NCT03602612|BG007|Baseline|Participants Enrolled in Arm 1 But Not Treated|Participants was enrolled but not treated.
59131556|NCT03602612|BG008|Baseline|Participants Enrolled in Arm 2 But Not Treated|Participants was enrolled but not treated.
59131557|NCT03602612|BG009|Baseline|Total|Total of all reporting groups
59131558|NCT03602612|FG000|Participant Flow|Arm 1 Dose Escalation Dose Level (DL) -1 - 0.4x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 0.4x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131559|NCT03602612|FG001|Participant Flow|Arm 1 Dose Escalation (Esc) Dose Level 1 - 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131560|NCT03602612|FG002|Participant Flow|Arm 1 Dose Escalation Dose Level 2 - 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131561|NCT03602612|FG003|Participant Flow|Arm 1 Dose Escalation Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131562|NCT03602612|FG004|Participant Flow|Arm 1 Dose Escalation Dose Level 4 - 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131563|NCT03602612|FG005|Participant Flow|Arm 1 Dose Escalation Dose Level 5 - 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131564|NCT03602612|FG006|Participant Flow|Arm 2 Dose Expansion (Exp) 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3
59131565|NCT03602612|FG007|Participant Flow|Arm 1 DoseEsc DL 3-3.0x10^6 CAR+T Cells Per kg Followed by Arm 2 DoseExp 6.0x10^6 CAR+T Cells Per kg|"Dose Escalation: Participants received 3.0x10^6 CAR+T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.~AND~Dose Expansion:~Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3"
59131566|NCT03602612|FG008|Participant Flow|Participants Enrolled in Arm 1 But Not Treated|Participants was enrolled but not treated.
59131567|NCT03602612|FG009|Participant Flow|Participants Enrolled in Arm 2 But Not Treated|Participants was enrolled but not treated.
59131568|NCT03602612|OG000|Outcome|All Arm 1 Dose Escalation Dose Participants|All participants in Arm 1 Dose Escalation Group who received CAR+T cells, Cyclophosphamide and Fludarabine.
59131569|NCT03602612|OG000|Outcome|Arm 1 Dose Escalation (Esc) Dose Level 1 - 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131570|NCT03602612|OG001|Outcome|Arm 1 Dose Escalation Dose Level 2 - 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131571|NCT03602612|OG002|Outcome|Arm 1 Dose Escalation Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131572|NCT03602612|OG003|Outcome|Arm 1 Dose Escalation Dose Level 4 - 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131573|NCT03602612|OG004|Outcome|Arm 1 Dose Escalation Dose Level 5 - 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131574|NCT03602612|OG005|Outcome|Arm 2 Dose Expansion (Exp) 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3
59131575|NCT03602612|OG006|Outcome|Arm 1 DoseEsc DL 3-3.0x10^6 CAR+T Cells Per kg Followed by Arm 2 DoseExp 6.0x10^6 CAR+T Cells Per kg|Dose Escalation: Participants received 3.0x10^6 CAR+T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3 AND Dose Expansion: Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3
59131576|NCT03602612|EG000|Reported Event|Arm 1 Dose Escalation (Esc) Dose Level 1 - 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 0.75x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131577|NCT03602612|EG001|Reported Event|Arm 1 Dose Escalation Dose Level 2 - 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 1.5x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131578|NCT03602612|EG002|Reported Event|Arm 1 Dose Escalation Dose Level 3 - 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 3.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131579|NCT03602612|EG003|Reported Event|Arm 1 Dose Escalation Dose Level 4 - 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131580|NCT03602612|EG004|Reported Event|Arm 1 Dose Escalation Dose Level 5 - 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 12.0x1^06 Chimeric Antigen Receptor (CAR)+ T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3.
59131581|NCT03602612|EG005|Reported Event|Arm 2 Dose Expansion (Exp) 6.0x10^6 Chimeric Antigen Receptor (CAR)+ T Cells Per kg|Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3
59131582|NCT03602612|EG006|Reported Event|Arm 1 DoseEsc DL 3-3.0x10^6 CAR+T Cells Per kg Followed by Arm 2 DoseExp 6.0x10^6 CAR+T Cells Per kg|Dose Escalation: Participants received 3.0x10^6 CAR+T cells per kg infused on day 0 + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg /m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3 AND Dose Expansion: Participants received 6.0x10^6 (maximum feasible dose) CAR+T cells per kg + Cyclophosphamide: 300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3 + Fludarabine: 30 mg/m^2 IV infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4, and -3
59541539|NCT02706392|BG000|Baseline|Cohort A Dose Level 1|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541540|NCT02706392|BG001|Baseline|Cohort A Dose Level 2|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541541|NCT02706392|BG002|Baseline|Cohort B Dose Level 1|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541542|NCT02706392|BG003|Baseline|Cohort B Dose Level 2|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541543|NCT02706392|BG004|Baseline|Cohort B Dose Level 3|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 3 will be up to 3.3x106 EGFRt+ cells/kg.
59541544|NCT02706392|BG005|Baseline|Cohort B Dose Level 4|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 4 will be up to 1.0x107 EGFRt+ cells/kg
59541545|NCT02706392|BG006|Baseline|Total|Total of all reporting groups
59541546|NCT02706392|FG000|Participant Flow|Cohort A Dose Level 1|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541547|NCT02706392|FG001|Participant Flow|Cohort A Dose Level 2|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541548|NCT02706392|FG002|Participant Flow|Cohort B Dose Level 1|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541549|NCT02706392|FG003|Participant Flow|Cohort B Dose Level 2|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541550|NCT02706392|FG004|Participant Flow|Cohort B Dose Level 3|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 3 will be up to 3.3x106 EGFRt+ cells/kg.
59541551|NCT02706392|FG005|Participant Flow|Cohort B Dose Level 4|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 4 will be up to 1.0x107 EGFRt+ cells/kg
59541552|NCT02706392|OG000|Outcome|Cohort A Dose Level 1|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541553|NCT02706392|OG001|Outcome|Cohort A Dose Level 2|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541554|NCT02706392|OG002|Outcome|Cohort B Dose Level 1|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541555|NCT02706392|OG003|Outcome|Cohort B Dose Level 2|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541556|NCT02706392|OG004|Outcome|Cohort B Dose Level 3|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 3 will be up to 3.3x106 EGFRt+ cells/kg.
59541557|NCT02706392|OG005|Outcome|Cohort B Dose Level 4|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 4 will be up to 1.0x107 EGFRt+ cells/kg
59541558|NCT02706392|EG000|Reported Event|Cohort A Dose Level 1|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541559|NCT02706392|EG001|Reported Event|Cohort A Dose Level 2|Patients with ROR1+ CLL, MCL or ALL that are refractory to conventional therapy will be eligible for Cohort A. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541560|NCT02706392|EG002|Reported Event|Cohort B Dose Level 1|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 1 will be up to 3.3x105 EGFRt+ cells/kg. This is the starting dose for the study.
59541561|NCT02706392|EG003|Reported Event|Cohort B Dose Level 2|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 2 will be up to 1x106 EGFRt+ cells/kg.
59541562|NCT02706392|EG004|Reported Event|Cohort B Dose Level 3|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 3 will be up to 3.3x106 EGFRt+ cells/kg.
59541563|NCT02706392|EG005|Reported Event|Cohort B Dose Level 4|Patients with ROR1+ NSCLC or TNBC who have failed conventional chemotherapy or targeted therapy, or for whom these therapies are not effective will be eligible for Cohort B. Dose level 4 will be up to 1.0x107 EGFRt+ cells/kg
59541990|NCT02535364|BG000|Baseline|JCAR015|Participants received up to two IV infusions of JCAR015 separated by 14 to 28 days.
59541991|NCT02535364|FG000|Participant Flow|JCAR015|Participants received up to two intravenous (IV) infusions of JCAR015 separated by 14 to 28 days. In Part A, participants received at the Investigator's discretion, cytoreductive chemotherapy based on the Investigator's choice and/or supportive care. In Part B, eligible participants received two IV doses of JCAR015 CAR T cells. JCAR015 infusion was preceded by lymphodepleting chemotherapy with cyclophosphamide alone or cyclophosphamide + fludarabine.
59541992|NCT02535364|OG000|Outcome|JCAR015|Participants received up to two IV infusions of JCAR015 separated by 14 to 28 days.
59541993|NCT02535364|EG000|Reported Event|JCAR015|Participants received up to two IV infusions of JCAR015 separated by 14 to 28 days.
