id|nct_id|allocation|intervention_model|observational_model|primary_purpose|time_perspective|masking|masking_description|intervention_model_description|subject_masked|caregiver_masked|investigator_masked|outcomes_assessor_masked
32590036|NCT03198546|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32522469|NCT04007029|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32522687|NCT04194931|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32590205|NCT03590574|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32590762|NCT05665062|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32590795|NCT05322330|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32806160|NCT05620706|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32523992|NCT05066022|N/A|Single Group Assignment||Treatment||None (Open Label)||CAR T||||
32524031|NCT04662294|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32806442|NCT03778346|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32524399|NCT04014894|N/A|Single Group Assignment||Treatment||None (Open Label)||This study was a single-center, open-label, single-arm, non-randomized,3+3 dose escalation clinical trial.18 patients are separated into 9 leukemia and 9 lymphoma. Each disease has 3 groups by infusion dose level. Each dose group has 3 patients.If no DLT emerges in the group, then the next group uses the subsequent higher dose. If DLT emerges in a single subject in any dose level, 3 more subjects will be enrolled to the same dose level.The maximum dose could be extended.||||
32540070|NCT04318327|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32524616|NCT03155191|N/A|Single Group Assignment||Treatment||None (Open Label)||"Peripheral blood will be collected from a subject after obtaining a written informed consent. Peripheral blood mononuclear cells (PBMCs) and plasma are obtained from the blood, and T cells contained in the PBMCs are transduced with anti-CD19 CAR gene by using retroviral vector.~Cyclophosphamide will be administered after obtaining a written informed consent and completing registration.~CD19-CAR-T will be administered in the split dose. Phase 2 recommended dose will be applied for phase 1 portion. The investigator assesses efficacy of CD19-CAR-T in accordance with study-specific criteria, at 8 week after the infusion of CD19-CAR-T (or at the time of termination). The investigator also assesses the safety during the follow-up period. Long-term follow-up study is conducted at frequency of once a year for 15 years after the infusion of CD19-CAR-T in reference to guidelines of FDA."||||
32525419|NCT05066646|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32591427|NCT05212584|N/A|Sequential Assignment||Treatment||None (Open Label)||CD7 CAR T cells are used to treat patients. Patient will be administered either fresh or thawed CAR T cells by IV injection after receiving lymphodepleting chemotherapy.||||
32592038|NCT03330834|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32526151|NCT04488354|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32875095|NCT04430530|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32593816|NCT04148430|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32593821|NCT03467256|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32526353|NCT05310591|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32594544|NCT05576220|Randomized|Parallel Assignment||Diagnostic||None (Open Label)||||||
32526776|NCT05063682|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32526849|NCT05060796|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32526968|NCT03097770|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32595928|NCT05269914|N/A|Sequential Assignment||Treatment||None (Open Label)||Single infusion of autologous anti-CD19 car-t cells||||
32595939|NCT05262673|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32596017|NCT05052528|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32596188|NCT04260945|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32596189|NCT04260932|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32875258|NCT04861480|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32540144|NCT03241940|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32527159|NCT03599375|N/A|Single Group Assignment||Treatment||None (Open Label)||Patients with recurrent or refractory CD19+ ALL receive CD19 CAR T-cell immunotherapy.||||
32596336|NCT03373071|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32540145|NCT03233854|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32527241|NCT03407859|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32875342|NCT04429438|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32600905|NCT03761056|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32809069|NCT05359211|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32809262|NCT04889716|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||Cohort 1 subjects will receive mosunetuzumab. Pending demonstrated safety of cohort 1, the trial will progress to cohort 2, in which subjects will receive glofitamab with obinutuzumab.||||
32809425|NCT04422912|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32876666|NCT04828174|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32809677|NCT03277729|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32606590|NCT05239143|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||Open label, 3 + 3 design of dose-escalating cohorts with open label, dose expansion at recommended phase 2 dose (RP2D)||||
32606737|NCT04205409|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32607183|NCT05568680|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32607343|NCT03548207|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32810030|NCT05352828|N/A|Single Group Assignment||Treatment||None (Open Label)||Upon successful leukapheresis to produce CD30.CAR-T cells, patients will enter the treatment phase of the study. Treatments will include 4 cycles of nivolumab and CD30.CAR-T infusion (preceded by lymphodepletion chemotherapy). Patients will then enter the post-treatment follow-up phase of the study, whereby patients will undergo either autologous stem cell transplant or continue to receive up to 6 additional treatment cycles of nivolumab. Patients will be followed for response assessments and safety monitoring until end of study (EOS); approximately 3 years after leukapheresis. Long-term follow-up will continue with additional safety monitoring and survival for up to 15 years after Leukapheresis.||||
32528270|NCT04249947|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||Open label, 3 + 3 design of dose-escalating cohorts with open label, dose expansion at RP2D||||
32810096|NCT04817774|Non-Randomized|Sequential Assignment||Prevention||None (Open Label)||||||
32810113|NCT04690595|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32528290|NCT05619861|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32810322|NCT05632380|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32608891|NCT03585517|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32609069|NCT05028933|N/A|Sequential Assignment||Treatment||None (Open Label)||"single dose escalation The classic 3+3 dose escalation test. The starting dose refers to the results of the previous test of subsequent subjects. In this study, 3 increasing dose levels were set up, with 3 to 6 cases per dose."||||
32609119|NCT03975907|N/A|Single Group Assignment||Treatment||None (Open Label)||"Phase I is an open-label, dose escalation study and 2 cohorts to evaluate the safety and tolerability of treatment with CT053 and to determine maximum tolerable dose (MTD) and the Recommended Phase 2 Dose (RP2D) for CT053.~Phase 2 is a single-arm, open, multi-center study, to evaluate the efficacy and safety of CAR-BCMA T cells (CT053) in subjects with RR/MM."||||
32810592|NCT03912480|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32810648|NCT03910842|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32810682|NCT05571540|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32612229|NCT05596266|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32612334|NCT05137275|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32811312|NCT04155749|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32614245|NCT04359784|N/A|Single Group Assignment||Prevention||None (Open Label)||||||
32812320|NCT03690011|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32812366|NCT02431988|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32812696|NCT05666700|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32812852|NCT03854994|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32614542|NCT03373097|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32614594|NCT05437341|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32614595|NCT05437328|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32614596|NCT05437315|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32614617|NCT05436509|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32614618|NCT05436496|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32813142|NCT03631576|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877174|NCT02081937|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32813851|NCT05404048|N/A|Single Group Assignment||Diagnostic||None (Open Label)||||||
32814668|NCT03754764|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32816155|NCT04288726|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32816322|NCT03685786|N/A|Single Group Assignment||Treatment||None (Open Label)||Phase 1 Clinical Study of CD19-directed Chimeric Antigen Receptor-modified T Cells (CART19) treatment for the Patients with Minimal Residual Disease (MRD) of B Cell Malignancies and then Autologous Hematopoietic Stem Cell Transplantation(Auto-HSCT).||||
32528729|NCT03154775|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32817103|NCT05318963|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32616683|NCT01735604|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877497|NCT05472610|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877825|NCT05243212|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||The treatment dose is 6 or 9 x 10^6 CAR+ T cells/kg of recipient bodyweight.||||
32877847|NCT05128786|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877912|NCT04782193|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877913|NCT04781634|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877914|NCT04776330|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877938|NCT04649983|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877939|NCT04648475|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877967|NCT04511871|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877986|NCT04348643|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877996|NCT04272151|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877997|NCT04272125|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877998|NCT04271800|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32877999|NCT04271644|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32878000|NCT04271410|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32878001|NCT04265963|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32878213|NCT04788472|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32880073|NCT02915445|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32880369|NCT04703686|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32880716|NCT03366350|N/A|Single Group Assignment||Treatment||None (Open Label)||Patients receive consolidative allo-HSCT following CAR-T therapy.||||
32881175|NCT04503980|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32881893|NCT03488160|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32881946|NCT03540303||Sequential Assignment||Treatment||None (Open Label)||CAR19 T cell therapy improves the clinical efficacy of refractory/relapsed B-cell lymphoma, and the combined PDL1 inhibitors may further improve the efficacy of CD19 CART in the treatment of lymphomas. The clinical efficacy of KITE's CAR19 T cells and PD-L1 inhibition was reported. This phase 1 study was conducted in 9 patients with DLBCL, 8 patients got remission and during which 5 got complete remission. However, this type of treatment requires more data and observation in a larger sample of patients. In addition, Kite Pharmaceuticals' CD19 CART is priced at 370,000 US dollars. The cost of immune checkpoint inhibitors is also very expensive. Only very small proportion of patients could afford for that expenses. In this study, genetically engineered CAR T cells, which carry cytoplasmic activated PD1, are not inhibited by PDL1 molecules, will avoid the simultaneous application of immune checkpoint antibodies and the according adverse events.||||
32882848|NCT05459870|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32882975|NCT05585996|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32883025|NCT04706936|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32622596|NCT01864889|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32622597|NCT01864902|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32883736|NCT05393804|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||This is a two cohort feasibility trial with 15 patients in each cohort to assess the ability to produce and manufacture anti-B Cell Maturation Antigen (BCMA) chimeric antigen receptor (CAR) T cells (idecabtagene vicleucel, Ide-Cel) in patients with multiple myeloma (MM).||||
32883818|NCT04952584|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32623310|NCT05510596|N/A|Single Group Assignment||Diagnostic||None (Open Label)||||||
32623390|NCT05225363|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32884010|NCT02601313|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32623595|NCT04074330|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32884230|NCT03473496|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32884950|NCT04489862|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32885094|NCT05398614|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32885331|NCT03710421|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32885710|NCT03919526|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32885713|NCT05488132|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32885745|NCT03265106|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32885781|NCT03262298|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32529008|NCT03018093|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32886142|NCT05211557|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32886157|NCT05477446|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32886352|NCT03222674|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32886692|NCT03208556|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32886822|NCT02303821|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32887072|NCT05194709|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32887283|NCT02439788|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32887577|NCT03182816|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32887588|NCT03185468|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32887840|NCT02706392|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32887846|NCT02416466|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32888700|NCT02535364|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32888857|NCT03070327|N/A|Single Group Assignment||Treatment||None (Open Label)||This is an open-label, dose escalating, nonrandomized, single-center, phase I study of EGFRt/BCMA-41BBz CAR T cells in patients with a diagnosis of MM. Dose escalation will follow a standard 3-by-3 escalation design. Cohorts of 3-6 patients will be infused with escalating doses of EGFRt/BCMA-41BBz CAR T cells to establish the maximum tolerated dose (MTD). After a dose level has been determined safe to escalate (DLT in 0/3 or 1/6 patients), a parallel cohort at that dose level will be conducted while patients are taking Lenalidomide.||||
32624530|NCT01886976|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32890011|NCT03672305|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32890376|NCT03473457|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32890434|NCT05155215|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32890556|NCT03672851|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32890883|NCT04684563|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||This trial will evaluate up to 7 dose levels using the Bayesian Optimal Interval (BOIN) design with accelerated titration to determine the maximum tolerated dose (MTD) of huCART19-IL18 cells. Subjects will be assigned to a dose level prior to study treatment based on available safety experience at the current and prior dose levels.||||
32891494|NCT03664661||Sequential Assignment||Treatment||None (Open Label)||||||
32891702|NCT03658655|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32529717|NCT05105867|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32530003|NCT03915184|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32892045|NCT03648697|N/A|Single Group Assignment||Treatment||None (Open Label)||Single arm, open label, single dose phase I/II study of safety and efficacy.||||
32530963|NCT03818165|N/A|Single Group Assignment||Treatment||None (Open Label)||Three doses of CAR2 Anti-CEA CAR T Cells 1 x 10e10 cells by hepatic artery infusion (on Days 1, 8, and 15) of each 28-day cycle in the Treatment Period using the HITM method and Surefire device, with IL-2 systemic infusion. Patient may receive up to three 28-day cycles of CAR-T therapy in the Treatment Period.||||
32531249|NCT04129099|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32892446|NCT03468153|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32892494|NCT02529813|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32908693|NCT05626322|Randomized|Sequential Assignment||Treatment||None (Open Label)||Open label/randomized||||
32531930|NCT04916860|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32628085|NCT04693676|N/A|Single Group Assignment||Treatment||None (Open Label)|None (Open Label)|||||
32628188|NCT03117751|Randomized|Parallel Assignment||Treatment||Single|Only certain outcome measures as indicated will be blinded to the outcomes assessor.|||||t
32628215|NCT01840566|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32892916|NCT03649529|N/A|Single Group Assignment||Treatment||None (Open Label)||Patients' autologous T cells will be isolated and transduced by GPA-TriMAR lentivirus to generate the GPA-TriMAR-T cells,and then infused back into the patient.||||
32893076|NCT03615313|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32893558|NCT03612739|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||"This open-label Phase I study aims to define the recommended dose for further clinical development the NKR-2 treatment administered concurrently with AZA in treatment-naïve AML/MDS patients not candidates for intensive chemotherapy or hematopoietic stem cell transplantation.~This Phase I study is divided into three sequential cohorts evaluating three different dose-levels of NKR-2 (1x108, 3x108 and 1x109 NKR-2 per injection) using a 3+3 design evaluate. Further patients will be enrolled at the RecD to reach 9 evaluable patients in total at the RecD."||||
32893751|NCT03146234|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32894072|NCT03398967|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32894076|NCT03125577|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32894506|NCT03939026|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32894612|NCT03142646|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32895210|NCT05396300|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32895246|NCT05089266|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32895277|NCT04768608|N/A|Sequential Assignment||Treatment||None (Open Label)||Group A: 0.5×10^6 cells / kg; Group B: 1.0×10^6 cells / kg; Group C: 2.0×10^6 cells / kg.||||
32895295|NCT04652219|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32895364|NCT03618381|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32895770|NCT04545762|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32895789|NCT04419909|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32896176|NCT02850536|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32532385|NCT04943016|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32532681|NCT02744287|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32532708|NCT04037241|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32897729|NCT05117138|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32897793|NCT03327285|N/A|Single Group Assignment||Treatment||None (Open Label)||Single Group Assignment||||
32898089|NCT03321123|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32898807|NCT02981628|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32898866|NCT05334823|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32899601|NCT03302403|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32900616|NCT04935580|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32818157|NCT03932565|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32539501|NCT05287165|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32818470|NCT03642496|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32901803|NCT03252171|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32533701|NCT05634785|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32533783|NCT05366179|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32902334|NCT05354375|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32533891|NCT04995003|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||"Patients will be non-randomly assigned to one of two arms, Arm A or Arm B. Dose de-escalation will occur independently in each arm.~Arm A treatment will consist of autologous HER2 CAR T cells infused in combination with lymphodepletion and the PD-1 antibody pembrolizumab. Accrual will start at Dose Level 1. In the event that Dose Level 1 is not tolerable, de-escalation to Dose Level -1 will occur.~Arm B treatment will consist of autologous HER2 CAR T cells infused in combination with lymphodepletion and the PD-1 antibody nivolumab. Accrual will start at Dose Level 1. In the event that Dose Level 1 is not tolerable, de-escalation to Dose Level -1 will occur."||||
32533897|NCT04977024|Randomized|Parallel Assignment||Treatment||Triple|||t|t|t|
32534122|NCT03721068|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32534129|NCT03672318|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32534189|NCT03016377|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32534453|NCT03050190|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32902710|NCT04855253|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||"The Phase I study consists of two components: dose finding to establish a maximum tolerated dose (MTD) of E7777 and a small extension component to provide an estimate of efficacy at the MTD.~A single dose of E7777 is given on Day -7, two days prior to the start of lymphodepleting chemotherapy. Up to 3 dose levels will be tested. The MTD is determined by using the continual reassessment method (CRM). Enrollment begins with Dose Level 1 using a cohort of two patients. Twenty one (21) days after the 2nd patient's tisagenlecleucel infusion the next cohort of 2 patients are assigned to the most appropriate strategy based on updated toxicity probabilities corresponding to the desired maximum toxicity rate of ≤ 25% as determined by the study statistician (or designee). Enrollment continues in cohorts of 2 separated by a minimum of 28 days until 20 patients are enrolled or 10 sequential patients are enrolled at the same dose level. No intra-cohort staggering is required."||||
32902735|NCT04715191|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32902777|NCT04377932|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32902792|NCT04240808|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32902809|NCT04049383|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||There will be two phases of this study. A dose escalation phase to determine the safe CAR-20/19-T cell dose in patients B-cell ALL. Once the desired dose has been identified there will be a six-patient dose expansion phase at the specified dose level.||||
32902981|NCT03564977|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32903206|NCT03545815|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32534797|NCT04121273|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32534898|NCT04884984|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32534922|NCT03825731|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32535096|NCT04863066|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32536054|NCT04822974|N/A|Single Group Assignment||Diagnostic||None (Open Label)||||||
32904084|NCT03060356|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32904366|NCT03559439|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32536299|NCT04780529|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32536583|NCT04796688|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32904510|NCT04934774|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32536774|NCT02247609|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32536934|NCT05613348|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32905256|NCT04888442|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32537372|NCT01897415|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32537871|NCT05123001|Non-Randomized|Single Group Assignment||Supportive Care||None (Open Label)||||||
32537966|NCT05577000|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32538090|NCT04767308|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32906655|NCT04412174|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32907427|NCT02706405|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32907519|NCT03179007|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32907530|NCT02761915|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32908743|NCT05396885|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
