id|nct_id|id_source|id_value|id_type|id_type_description|id_link
42800742|NCT04762485|org_study_id|PGSDFYY 202101|||
42800956|NCT03030976|org_study_id|CD19-CART for SLE|||
42801942|NCT03602157|org_study_id|LCCC 1606-ATL|||
42801989|NCT03049449|org_study_id|170048|||
42801990|NCT03049449|secondary_id|17-C-0048|||
42802311|NCT05164770|org_study_id|B-NHL002|||
42804147|NCT03126864|org_study_id|2016-0341|||
42804148|NCT03126864|secondary_id|NCI-2018-01167|Registry Identifier|NCI CTRP|
42804546|NCT03383952|org_study_id|CD19 Targeted CAR-T|||
42804793|NCT01583686|org_study_id|120111|||
42804794|NCT01583686|secondary_id|12-C-0111|||
42805264|NCT03366324|org_study_id|CART-CD19-03|||
42807379|NCT05341492|org_study_id|ZZBGCART-016|||
42807391|NCT03310008|org_study_id|CYAD-N2T-003|||
42926519|NCT05418088|org_study_id|OSU-21170|||
42926520|NCT05418088|secondary_id|NCI-2022-02972|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42926738|NCT03098355|org_study_id|anti-CD19/22 CART Cells|||
43050093|NCT05594797|org_study_id|HRAIN01-MM01-Ⅱ|||
43050114|NCT02933775|org_study_id|CG3001|||
43050195|NCT05467254|org_study_id|BG-CT-22-002(CLL1+CD33）|||
43050470|NCT05467202|org_study_id|BG-CT-22-002(CLL1)|||
43051167|NCT04206943|org_study_id|CD19-SP-CAR-T|||
43051347|NCT05562024|org_study_id|PG-CART-TAA06-001(1)|||
42807925|NCT03029338|org_study_id|XH-CD19CART-002|||
43295922|NCT04430530|org_study_id|GIMI-IRB-20008|||
43296109|NCT04861480|org_study_id|PB04|||
43296210|NCT04429438|org_study_id|GIMI-IRB-20006|||
43296455|NCT04850560|org_study_id|IR2021001123|||
43175986|NCT04045847|org_study_id|Chen Zhinan-2|||
43296792|NCT01475058|org_study_id|2494.00|||
43296793|NCT01475058|secondary_id|NCI-2011-01819|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43296794|NCT01475058|secondary_id|2494.00|Other Identifier|Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium|
43296795|NCT01475058|secondary_id|P30CA015704|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA015704
43296796|NCT01475058|secondary_id|R01CA136551|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/R01CA136551
43297047|NCT03463928|org_study_id|CHN-PLAGH-BT-027|||
43297254|NCT04697940|org_study_id|CHN-PLAGH-BT-058|||
43297761|NCT04828174|org_study_id|SHYSXY-202101-CART|||
42808260|NCT02935257|org_study_id|UCL/16/0530|||
42928961|NCT03761056|org_study_id|KTE-C19-112|||
42928962|NCT03761056|secondary_id|2019-002291-13|EudraCT Number||
